Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005226147.1,hypothetical protein KPHS_18470 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24806.1 hypothetical protein AM386_24825 [Klebsiella pneumoniae],Not Mutated found,0,37
YP_005228039.1,NADH dehydrogenase subunit H [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95666.1 NADH-quinone oxidoreductase subunit H [Klebsiella pneumoniae],Not Mutated found,0,325
YP_005225414.1,exodeoxyribonuclease VII small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93114.1 exodeoxyribonuclease 7 small subunit [Klebsiella pneumoniae],Not Mutated found,0,80
YP_005225874.1,"cytochrome d terminal oxidase, polypeptide subunit I [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93548.1 cytochrome bd-I ubiquinol oxidase subunit I [Klebsiella pneumoniae],Not Mutated found,0,522
YP_005228714.1,ribose-5-phosphate isomerase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96373.1 ribose-5-phosphate isomerase [Klebsiella pneumoniae],Not Mutated found,0,219
YP_005225911.1,LuxR transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93579.1 LuxR family transcriptional regulator [Klebsiella pneumoniae],Not Mutated found,0,184
YP_005226477.1,YmiA family putative membrane protein,GCA_002156725.1 ARS94096.1 YmiA family putative membrane protein [Klebsiella pneumoniae],Not Mutated found,0,55
YP_005228715.1,chromosome replication initiation inhibitor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96374.1 chromosome initiation inhibitor [Klebsiella pneumoniae],Not Mutated found,0,297
YP_005224490.1,protoporphyrinogen oxidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92256.1 protoporphyrinogen oxidase [Klebsiella pneumoniae],Not Mutated found,0,177
YP_005226478.1,hypothetical protein KPHS_21780 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24310.1 hypothetical protein AM386_22035 [Klebsiella pneumoniae],Not Mutated found,0,38
YP_005224411.1,DUF413 domain-containing protein,GCA_002156725.1 ARS92176.1 hypothetical protein B9G35_01310 [Klebsiella pneumoniae],Not Mutated found,0,112
YP_005229144.1,DNA-directed RNA polymerase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96784.1 DNA-directed RNA polymerase subunit alpha [Klebsiella pneumoniae],Not Mutated found,0,329
YP_005229476.1,aquaglyceroporin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97092.1 aquaporin [Klebsiella pneumoniae],Not Mutated found,0,283
YP_005225301.1,hypothetical protein KPHS_10000 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE16276.1 hypothetical protein C5707_021485 [Klebsiella pneumoniae],Not Mutated found,0,43
YP_005224742.1,30S ribosomal protein S18 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92493.1 30S ribosomal protein S18 [Klebsiella pneumoniae],Not Mutated found,0,75
YP_005227828.1,putative reverse transcriptase/maturase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_010450855.1 QIA13647.1 group II intron reverse transcriptase/maturase [Klebsiella pneumoniae],Not Mutated found,0,495
YP_005229173.1,bacterioferritin-associated ferredoxin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96812.1 bacterioferritin-associated ferredoxin [Klebsiella pneumoniae],Not Mutated found,0,64
YP_005229133.1,putative DNA topoisomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96772.1 hypothetical protein B9G35_26360 [Klebsiella pneumoniae],Not Mutated found,0,180
YP_005229463.1,DNA-directed RNA polymerase subunit omega [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97080.1 DNA-directed RNA polymerase subunit omega [Klebsiella pneumoniae],Not Mutated found,0,91
YP_005224430.1,transcription termination factor Rho [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92198.1 transcription termination factor Rho [Klebsiella pneumoniae],Not Mutated found,0,419
YP_005228967.1,hypothetical protein KPHS_46670 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21424.1 hypothetical protein AM386_06140 [Klebsiella pneumoniae],Not Mutated found,0,55
YP_005228551.1,cobalt transport protein CbiN [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96215.1 cobalt transporter CbiN [Klebsiella pneumoniae],Not Mutated found,0,93
YP_005229013.1,ribosome-binding factor A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96656.1 ribosome-binding factor A [Klebsiella pneumoniae],Not Mutated found,0,133
YP_005226220.1,hypothetical protein KPHS_19200 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24684.1 hypothetical protein AM386_24155 [Klebsiella pneumoniae],Not Mutated found,0,80
YP_005229176.1,30S ribosomal protein S7 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96815.1 30S ribosomal protein S7 [Klebsiella pneumoniae],Not Mutated found,0,156
YP_005225198.1,hypothetical protein KPHS_08980 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22936.1 hypothetical protein AM386_14420 [Klebsiella pneumoniae],Not Mutated found,0,47
YP_005228959.1,DUF883 domain-containing protein,GCA_002156725.1 ARS96607.1 hypothetical protein B9G35_25450 [Klebsiella pneumoniae],Not Mutated found,0,101
YP_005228833.1,hypothetical protein KPHS_45330 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96487.1 hypothetical protein B9G35_24815 [Klebsiella pneumoniae],Not Mutated found,0,197
YP_005226307.1,spermidine/putrescine ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93943.1 spermidine/putrescine ABC transporter permease PotC [Klebsiella pneumoniae],Not Mutated found,0,261
YP_005228347.1,30S ribosomal protein S16 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95957.1 30S ribosomal protein S16 [Klebsiella pneumoniae],Not Mutated found,0,82
YP_005227429.1,hypothetical protein KPHS_31300 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95029.1 hypothetical protein B9G35_16880 [Klebsiella pneumoniae],Not Mutated found,0,65
YP_005227329.1,hypothetical protein KPHS_30290 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94938.1 hypothetical protein B9G35_16400 [Klebsiella pneumoniae],Not Mutated found,0,46
YP_005226091.1,DNA replication inhibitor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93753.1 cold shock domain protein CspD [Klebsiella pneumoniae],Not Mutated found,0,73
YP_005226469.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS94087.1 cob(I)yrinic acid a,c-diamide adenosyltransferase [Klebsiella pneumoniae]",Not Mutated found,0,196
YP_005227964.1,1-phosphofructokinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95594.1 1-phosphofructokinase [Klebsiella pneumoniae],Not Mutated found,0,312
YP_005226594.1,putative reverse transcriptase/maturase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_010450855.1 QIA13647.1 group II intron reverse transcriptase/maturase [Klebsiella pneumoniae],Not Mutated found,0,495
YP_005229082.1,AaeX family protein,GCA_002156725.1 ARS96722.1 protein AaeX [Klebsiella pneumoniae],Not Mutated found,0,67
YP_005228779.1,hypothetical protein KPHS_44790 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE14585.1 hypothetical protein C5707_012135 [Klebsiella pneumoniae],Not Mutated found,0,396
YP_005225373.1,pyrimidine/purine nucleoside phosphorylase,GCA_002156725.1 ARS93075.1 hypothetical protein B9G35_06315 [Klebsiella pneumoniae],Not Mutated found,0,94
YP_005229069.1,30S ribosomal protein S9 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96710.1 30S ribosomal protein S9 [Klebsiella pneumoniae],Not Mutated found,0,130
YP_005227458.1,lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95053.1 lipoprotein [Klebsiella pneumoniae],Not Mutated found,0,154
YP_005228349.1,inner membrane protein YpjD,GCA_002156725.1 ARS95959.1 inner membrane protein YpjD [Klebsiella pneumoniae],Not Mutated found,0,263
YP_005229224.1,hypothetical protein KPHS_49240 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21661.1 hypothetical protein AM386_07435 [Klebsiella pneumoniae],Not Mutated found,0,53
YP_005225236.1,rof protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92949.1 Rho-binding antiterminator [Klebsiella pneumoniae],Not Mutated found,0,86
YP_005224494.1,elongation factor Tu [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92260.1 elongation factor Tu [Klebsiella pneumoniae],Not Mutated found,0,394
YP_005229152.1,50S ribosomal protein L18 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96793.1 50S ribosomal protein L18 [Klebsiella pneumoniae],Not Mutated found,0,117
YP_005224993.1,purine nucleoside phosphorylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92729.1 purine-nucleoside phosphorylase [Klebsiella pneumoniae],Not Mutated found,0,239
YP_005227278.1,DNA-binding transcriptional repressor PurR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94893.1 PurR family transcriptional regulator [Klebsiella pneumoniae],Not Mutated found,0,341
YP_005226278.1,glucose-specific PTS system IIBC components [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93922.1 PTS glucose transporter subunit IIBC [Klebsiella pneumoniae],Not Mutated found,0,477
YP_005226066.1,DUF2593 family protein,GCA_002156725.1 ARS93729.1 hypothetical protein B9G35_09875 [Klebsiella pneumoniae],Not Mutated found,0,162
YP_005228046.1,hypothetical protein KPHS_37460 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95673.1 hypothetical protein B9G35_20440 [Klebsiella pneumoniae],Not Mutated found,0,69
YP_005225460.1,putative dTDP-glucose pyrophosphorylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93159.1 dTDP-glucose pyrophosphorylase [Klebsiella pneumoniae],Not Mutated found,0,135
YP_005225438.1,hypothetical protein KPHS_11380 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23164.1 hypothetical protein AM386_15670 [Klebsiella pneumoniae],Not Mutated found,0,59
YP_005226975.1,hypothetical protein KPHS_26750 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23880.1 hypothetical protein AM386_19690 [Klebsiella pneumoniae],Not Mutated found,0,44
YP_005228863.1,1-acyl-sn-glycerol-3-phosphate acyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96514.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Klebsiella pneumoniae],Not Mutated found,0,245
YP_005229114.1,hypothetical protein KPHS_48140 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96754.1 hypothetical protein B9G35_26235 [Klebsiella pneumoniae],Not Mutated found,0,111
YP_005229008.1,lipoprotein NlpI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96651.1 lipoprotein NlpI [Klebsiella pneumoniae],Not Mutated found,0,294
YP_005225400.1,preprotein translocase subunit SecF [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93100.1 protein translocase subunit SecF [Klebsiella pneumoniae],Not Mutated found,0,323
YP_005226015.1,hypothetical protein KPHS_17150 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93688.1 hypothetical protein B9G35_09650 [Klebsiella pneumoniae],Not Mutated found,0,62
YP_005228378.1,ribonucleotide reductase stimulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96051.1 class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI [Klebsiella pneumoniae],Not Mutated found,0,136
YP_005224528.1,homoserine O-succinyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92295.1 homoserine O-succinyltransferase [Klebsiella pneumoniae],Not Mutated found,0,309
YP_005225316.1,hypothetical protein KPHS_10160 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23049.1 hypothetical protein AM386_15055 [Klebsiella pneumoniae],Not Mutated found,0,40
YP_005229203.1,hypothetical protein KPHS_49030 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU11549.1 hypothetical protein BMF28_12215 [Klebsiella pneumoniae],Not Mutated found,0,56
YP_005228841.1,hypothetical protein KPHS_45410 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96493.1 hypothetical protein B9G35_24855 [Klebsiella pneumoniae],Not Mutated found,0,62
YP_005226591.1,hypothetical protein KPHS_22910 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94272.1 hypothetical protein B9G35_12840 [Klebsiella pneumoniae],Not Mutated found,0,65
YP_005225107.1,phospho-N-acetylmuramoyl-pentapeptide-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92840.1 phospho-N-acetylmuramoyl-pentapeptide-transferase [Klebsiella pneumoniae],Not Mutated found,0,360
YP_005226391.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94019.1 aldo/keto reductase [Klebsiella pneumoniae],Not Mutated found,0,327
YP_005228485.1,cell division protein FtsB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96154.1 cell division protein FtsB [Klebsiella pneumoniae],Not Mutated found,0,105
YP_005228743.1,hypothetical protein KPHS_44430 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU11184.1 hypothetical protein BMF28_10250 [Klebsiella pneumoniae],Not Mutated found,0,56
YP_005228227.1,Fe-S cluster assembly protein IscX,GCA_002156725.1 ARS95888.1 Fe-S assembly protein IscX [Klebsiella pneumoniae],Not Mutated found,0,66
YP_005226038.1,tail protein I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97182.1 phage tail protein I [Klebsiella pneumoniae],Not Mutated found,0,199
YP_005226555.1,hypothetical protein KPHS_22550 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE18092.1 hypothetical protein C5707_030075 (plasmid) [Klebsiella pneumoniae],Not Mutated found,0,51
YP_005224741.1,30S ribosomal protein S6 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92491.1 30S ribosomal protein S6 [Klebsiella pneumoniae],Not Mutated found,0,131
YP_005228072.1,colicin V production protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95697.1 colicin V production protein [Klebsiella pneumoniae],Not Mutated found,0,162
YP_005226802.1,NADP-dependent L-serine/L-allo-threonine dehydrogenase YdfG [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94469.1 NAD(P)-dependent oxidoreductase [Klebsiella pneumoniae],Not Mutated found,0,249
YP_005226124.1,protein YcaR,GCA_002156725.1 ARS93784.1 hypothetical protein B9G35_10175 [Klebsiella pneumoniae],Not Mutated found,0,60
YP_005229143.1,50S ribosomal protein L17 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96783.1 50S ribosomal protein L17 [Klebsiella pneumoniae],Not Mutated found,0,128
YP_005229103.1,hypothetical protein KPHS_48030 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96743.1 hypothetical protein B9G35_26180 [Klebsiella pneumoniae],Not Mutated found,0,63
YP_005226427.1,DNA-binding transcriptional activator OsmE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94048.1 transcriptional regulator [Klebsiella pneumoniae],Not Mutated found,0,112
YP_005225462.1,hypothetical protein KPHS_11620 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93161.1 hypothetical protein B9G35_06750 [Klebsiella pneumoniae],Not Mutated found,0,71
YP_005225671.1,NUDIX hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93359.1 NUDIX hydrolase [Klebsiella pneumoniae],Not Mutated found,0,132
YP_005229378.1,major cold shock protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97004.1 cold-shock protein [Klebsiella pneumoniae],Not Mutated found,0,70
YP_005225315.1,gamma-glutamyl kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93025.1 glutamate 5-kinase [Klebsiella pneumoniae],Not Mutated found,0,367
YP_005225587.1,Arc family DNA-binding protein,GCA_018604345.1 QWA86223.1 Arc family DNA-binding protein [Klebsiella pneumoniae],Not Mutated found,0,58
YP_005225718.1,choline transport protein BetT [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93402.1 high-affinity choline transporter BetT [Klebsiella pneumoniae],Not Mutated found,0,677
YP_005224382.1,hypothetical protein KPHS_00820 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25942.1 hypothetical protein AM386_09990 [Klebsiella pneumoniae],Not Mutated found,0,43
YP_005226729.1,DUF1471 domain-containing protein,GCA_002156725.1 ARS94401.1 hypothetical protein B9G35_13520 [Klebsiella pneumoniae],Not Mutated found,0,316
YP_005225870.1,dihydrolipoamide acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93544.1 dihydrolipoamide succinyltransferase [Klebsiella pneumoniae],Not Mutated found,0,408
YP_005224735.1,L-ascorbate-specific enzyme IIA component of PTS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92485.1 PTS ascorbate-specific transporter subunit IIA [Klebsiella pneumoniae],Not Mutated found,0,155
YP_005229160.1,50S ribosomal protein L29 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96801.1 50S ribosomal protein L29 [Klebsiella pneumoniae],Not Mutated found,0,63
YP_005229411.1,serine acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97039.1 serine O-acetyltransferase [Klebsiella pneumoniae],Not Mutated found,0,273
YP_005228796.1,hypothetical protein KPHS_44960 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96453.1 glycosaminoglycan attachment protein [Klebsiella pneumoniae],Not Mutated found,0,455
YP_005228932.1,hypothetical protein KPHS_46320 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21389.1 hypothetical protein AM386_05960 [Klebsiella pneumoniae],Not Mutated found,0,38
YP_005229506.1,hypothetical protein KPHS_52060 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21943.1 hypothetical protein AM386_08945 [Klebsiella pneumoniae],Not Mutated found,0,38
YP_005227654.1,cold-shock protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95226.1 cold-shock protein CspC [Klebsiella pneumoniae],Not Mutated found,0,69
YP_005225405.1,transcriptional regulator NrdR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93105.1 transcriptional regulator NrdR [Klebsiella pneumoniae],Not Mutated found,0,149
YP_005224429.1,thioredoxin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92196.1 thiol reductase thioredoxin [Klebsiella pneumoniae],Not Mutated found,0,109
YP_005225138.1,pyruvate dehydrogenase subunit E1 [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92867.1 pyruvate dehydrogenase (acetyl-transferring), homodimeric type [Klebsiella pneumoniae]",Not Mutated found,0,887
YP_005228744.1,S-adenosylmethionine synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96403.1 S-adenosylmethionine synthase [Klebsiella pneumoniae],Not Mutated found,0,384
YP_005227648.1,"PTS enzyme IIC, mannose-specific [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95220.1 PTS mannose/fructose/sorbose transporter subunit IIC [Klebsiella pneumoniae],Not Mutated found,0,266
YP_005226490.1,hypothetical protein KPHS_21900 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24299.1 hypothetical protein AM386_21975 [Klebsiella pneumoniae],Not Mutated found,0,85
YP_005225129.1,putative major pilin subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92859.1 prepilin peptidase-dependent pilin [Klebsiella pneumoniae],Not Mutated found,0,143
YP_005228086.1,TSUP family transporter,GCA_002156725.1 ARS95709.1 hypothetical protein B9G35_20630 [Klebsiella pneumoniae],Not Mutated found,0,269
YP_005225364.1,anti-adapter protein IraP,GCA_002156725.1 ARS93068.1 anti-adapter protein IraP [Klebsiella pneumoniae],Not Mutated found,0,86
YP_005224522.1,hypothetical protein KPHS_02220 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22282.1 hypothetical protein AM386_10840 [Klebsiella pneumoniae],Not Mutated found,0,39
YP_005229565.1,putative lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92020.1 YceK/YidQ family lipoprotein [Klebsiella pneumoniae],Not Mutated found,0,110
YP_005225510.1,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,GCA_002156725.1 ARS93202.1 aminoacyl-tRNA deacylase [Klebsiella pneumoniae],Not Mutated found,0,159
YP_005227639.1,endoribonuclease L-PSP [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95212.1 hypothetical protein B9G35_17905 [Klebsiella pneumoniae],Not Mutated found,0,114
YP_005226737.1,fumarate and nitrate reduction regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94406.1 transcriptional regulator FNR [Klebsiella pneumoniae],Not Mutated found,0,250
YP_005227533.1,peptide chain release factor 1 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95119.1 peptide chain release factor 1 [Klebsiella pneumoniae],Not Mutated found,0,360
YP_005229556.1,DUF202 domain-containing protein,GCA_002156725.1 ARS92011.1 hypothetical protein B9G35_00385 [Klebsiella pneumoniae],Not Mutated found,0,120
YP_005227657.1,hypothetical protein KPHS_33570 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU14329.1 hypothetical protein BMF28_03230 [Klebsiella pneumoniae],Not Mutated found,0,78
YP_005224668.1,hypothetical protein KPHS_03680 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE15702.1 hypothetical protein C5707_018285 [Klebsiella pneumoniae],Not Mutated found,0,45
YP_005224484.1,FMN reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92250.1 NAD(P)H-flavin reductase [Klebsiella pneumoniae],Not Mutated found,0,233
YP_005229405.1,hypothetical protein KPHS_51050 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97033.1 hypothetical protein B9G35_27755 [Klebsiella pneumoniae],Not Mutated found,0,74
YP_005226265.1,23S rRNA accumulation protein YceD,GCA_002156725.1 ARS93910.1 hypothetical protein B9G35_10885 [Klebsiella pneumoniae],Not Mutated found,0,173
YP_005227467.1,integration host factor subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95062.1 integration host factor subunit alpha [Klebsiella pneumoniae],Not Mutated found,0,99
YP_005224348.1,hypothetical protein KPHS_00480 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92115.1 hypothetical protein B9G35_00950 [Klebsiella pneumoniae],Not Mutated found,0,89
YP_005224756.1,putative hemolysin-related membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92508.1 hypothetical protein B9G35_03170 [Klebsiella pneumoniae],Not Mutated found,0,445
YP_005224519.1,transcriptional regulator HU subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92286.1 DNA-binding protein [Klebsiella pneumoniae],Not Mutated found,0,90
YP_005224743.1,50S ribosomal protein L9 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92494.1 50S ribosomal protein L9 [Klebsiella pneumoniae],Not Mutated found,0,149
YP_005225162.1,ATPase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92885.1 ATPase [Klebsiella pneumoniae],Not Mutated found,0,308
YP_005227968.1,hypothetical protein KPHS_36680 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25773.1 hypothetical protein AM386_30275 [Klebsiella pneumoniae],Not Mutated found,0,44
YP_005225723.1,hypothetical protein KPHS_14230 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25178.1 hypothetical protein AM386_26940 [Klebsiella pneumoniae],Not Mutated found,0,37
YP_005224841.1,hypothetical protein KPHS_05410 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92589.1 hypothetical protein B9G35_03615 [Klebsiella pneumoniae],Not Mutated found,0,336
YP_005228261.1,DNA repair protein RecO [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95919.1 DNA repair protein RecO [Klebsiella pneumoniae],Not Mutated found,0,245
YP_005225292.1,transcriptional antiterminator of glycerol uptake operon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93004.1 transcriptional antiterminator [Klebsiella pneumoniae],Not Mutated found,0,183
YP_005224322.1,GTP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92088.1 GTP-binding protein [Klebsiella pneumoniae],Not Mutated found,0,210
YP_005227272.1,ribonuclease T [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94887.1 ribonuclease T [Klebsiella pneumoniae],Not Mutated found,0,215
YP_005225569.1,hypothetical protein KPHS_12690 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24425.1 hypothetical protein AM386_22655 [Klebsiella pneumoniae],Not Mutated found,0,40
YP_005228807.1,TIGR03758 family integrating conjugative element protein,GCA_002156725.1 ARS96463.1 integrating conjugative element protein [Klebsiella pneumoniae],Not Mutated found,0,78
YP_005229420.1,L-threonine 3-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97048.1 L-threonine 3-dehydrogenase [Klebsiella pneumoniae],Not Mutated found,0,341
