Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005227692.1,murein DD-endopeptidase MepM,GCA_002156725.1 ARS95259.1 murein DD-endopeptidase MepM [Klebsiella pneumoniae],Mutated,4,439
YP_005226623.1,putative regulatory protein TetR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94301.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,197
YP_005224562.1,chorismate pyruvate lyase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92328.1 chorismate--pyruvate lyase [Klebsiella pneumoniae],Mutated,2,165
YP_005226095.1,leucyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93757.1 leucyl/phenylalanyl-tRNA--protein transferase [Klebsiella pneumoniae],Mutated,6,239
YP_005227086.1,alpha-L-rhamnosidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE12844.1 family 78 glycoside hydrolase catalytic domain [Klebsiella pneumoniae],Mutated,292,870
YP_005227854.1,UDP-glucose 6-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95502.1 UDP-glucose 6-dehydrogenase [Klebsiella pneumoniae],Mutated,33,388
YP_005226148.1,aminopeptidase N [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93801.1 aminopeptidase N [Klebsiella pneumoniae],Mutated,7,871
YP_005228828.1,DUF2857 domain-containing protein,GCA_002156725.1 ARS96482.1 hypothetical protein B9G35_24780 [Klebsiella pneumoniae],Mutated,5,194
YP_005229591.1,glucosamine-6-phosphate deaminase,GCA_002156725.1 ARS92046.1 glucosamine-6-phosphate deaminase [Klebsiella pneumoniae],Mutated,12,239
YP_005227434.1,putative efflux protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95033.1 MFS transporter [Klebsiella pneumoniae],Mutated,55,1030
YP_005228766.1,murein transglycosylase C [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96423.1 lytic murein transglycosylase [Klebsiella pneumoniae],Mutated,49,319
YP_005226029.1,LysB family phage lysis regulatory protein,GCA_002156725.1 ARS93702.1 hypothetical protein B9G35_09720 [Klebsiella pneumoniae],Mutated,9,142
YP_005226138.1,OmpK35 protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ94885.1 phosphoporin PhoE [Klebsiella pneumoniae],Mutated,231,144
YP_005227634.1,ribonuclease D [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95208.1 ribonuclease D [Klebsiella pneumoniae],Mutated,12,371
YP_005228297.1,putative iron-regulated membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95952.1 hypothetical protein B9G35_21955 [Klebsiella pneumoniae],Mutated,21,456
YP_005229198.1,putative adenosine monophosphate-protein transferase Fic,GCA_002156725.1 ARS96836.1 cell filamentation protein Fic [Klebsiella pneumoniae],Mutated,1,200
YP_005225358.1,DUF1615 domain-containing protein,GCA_002156725.1 ARS93063.1 hypothetical protein B9G35_06240 [Klebsiella pneumoniae],Mutated,7,368
YP_005228480.1,protein-L-isoaspartate O-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96149.1 protein-L-isoaspartate O-methyltransferase [Klebsiella pneumoniae],Mutated,10,199
YP_005228579.1,propanediol utilization: CoA-dependent propionaldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96244.1 aldehyde dehydrogenase EutE [Klebsiella pneumoniae],Mutated,9,462
YP_005224398.1,phosphoenolpyruvate carboxylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92163.1 phosphoenolpyruvate carboxylase [Klebsiella pneumoniae],Mutated,5,883
YP_005227355.1,cytochrome c-type biogenesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94965.1 c-type cytochrome biogenesis protein CcmF [Klebsiella pneumoniae],Mutated,26,650
YP_005229374.1,2-hydroxyacid dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97000.1 bifunctional glyoxylate/hydroxypyruvate reductase B [Klebsiella pneumoniae],Mutated,6,323
YP_005227907.1,ribitol kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95544.1 ribulokinase [Klebsiella pneumoniae],Mutated,22,535
YP_005229573.1,hypothetical protein KPHS_52730 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92028.1 hypothetical protein B9G35_00470 [Klebsiella pneumoniae],Mutated,24,360
YP_005227095.1,osmotically inducible protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94728.1 OsmC family peroxiredoxin [Klebsiella pneumoniae],Mutated,2,143
YP_005227410.1,ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95013.1 molybdate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,17,247
YP_005226111.1,formate acetyltransferase 1 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93772.1 formate acetyltransferase [Klebsiella pneumoniae],Mutated,3,760
YP_005225481.1,acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93177.1 N-acetyltransferase [Klebsiella pneumoniae],Mutated,10,232
YP_005224364.1,L-rhamnose isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92130.1 L-rhamnose isomerase [Klebsiella pneumoniae],Mutated,3,419
YP_005228430.1,formate hydrogenlyase complex iron-sulfur subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96100.1 formate hydrogenlyase complex iron-sulfur subunit [Klebsiella pneumoniae],Mutated,6,180
YP_005226500.1,peptide transport permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94186.1 antimicrobial peptide ABC transporter permease SapB [Klebsiella pneumoniae],Mutated,51,271
YP_005226439.1,metal-dependent hydrolase,GCA_002156725.1 ARS94058.1 metal-dependent hydrolase [Klebsiella pneumoniae],Mutated,2,196
YP_005226282.1,putative beta-glucosidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93926.1 thiamine kinase [Klebsiella pneumoniae],Mutated,16,275
YP_005227890.1,two-component regulatory system sensor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95530.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,11,492
YP_005225830.1,ROK family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93506.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,5,406
YP_005225846.1,KDP operon transcriptional regulatory protein KdpE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93522.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,3,225
YP_005226764.1,LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94434.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,93,308
YP_005228472.1,putative 3-polyprenyl-4-hydroxybenzoate decarboxylase and related decarboxylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96141.1 phenolic acid decarboxylase [Klebsiella pneumoniae],Mutated,6,475
YP_005227760.1,integrase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95326.1 integrase [Klebsiella pneumoniae],Mutated,51,420
YP_005224699.1,fumarate reductase iron-sulfur subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92450.1 succinate dehydrogenase/fumarate reductase iron-sulfur subunit [Klebsiella pneumoniae],Mutated,2,244
YP_005226397.1,NAD(P)H nitroreductase,GCA_002156725.1 ARS94025.1 NAD(P)H nitroreductase [Klebsiella pneumoniae],Mutated,3,183
YP_005226378.1,putative an aldehyde reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94007.1 hypothetical protein B9G35_11405 [Klebsiella pneumoniae],Mutated,26,271
YP_005226080.1,L-allo-threonine aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93743.1 low-specificity L-threonine aldolase [Klebsiella pneumoniae],Mutated,7,333
YP_005228589.1,N-acetylglutamate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96254.1 amino-acid N-acetyltransferase [Klebsiella pneumoniae],Mutated,2,443
YP_005226376.1,protein kinase YeaG,GCA_002156725.1 ARS94005.1 serine protein kinase PrkA [Klebsiella pneumoniae],Mutated,3,644
YP_005227221.1,ribosomal-protein-L7/L12-serine acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94842.1 50S ribosomal protein L7/L12-serine acetyltransferase [Klebsiella pneumoniae],Mutated,7,192
YP_005227831.1,elongation factor EF-2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95473.1 elongation factor G [Klebsiella pneumoniae],Mutated,20,700
YP_005224772.1,putative thioredoxin-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92523.1 DUF4432 domain-containing protein [Klebsiella pneumoniae],Mutated,13,402
YP_005228800.1,conjugative transfer ATPase,"GCA_002156725.1 ARS96456.1 conjugative transfer ATPase, PFL_4706 family [Klebsiella pneumoniae]",Mutated,19,925
YP_005229004.1,putative protease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96647.1 U32 family peptidase [Klebsiella pneumoniae],Mutated,4,292
YP_005229522.1,putative general substrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91979.1 MFS transporter [Klebsiella pneumoniae],Mutated,8,456
YP_005228314.1,phage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_030490655.1 WKI52379.1 hypothetical protein QYQ70_24065 [Klebsiella pneumoniae],Mutated,22,243
YP_005227576.1,membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95159.1 type VI secretion system protein ImpK [Klebsiella pneumoniae],Mutated,17,217
YP_005226579.1,hypothetical protein KPHS_22790 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94261.1 hypothetical protein B9G35_12785 [Klebsiella pneumoniae],Mutated,68,137
YP_005226262.1,RNase E [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93908.1 ribonuclease E [Klebsiella pneumoniae],Mutated,148,994
YP_005225113.1,D-alanine--D-alanine ligase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92845.1 D-alanine--D-alanine ligase [Klebsiella pneumoniae],Mutated,6,306
YP_005225775.1,putative kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93453.1 kinase [Klebsiella pneumoniae],Mutated,9,313
YP_005226827.1,"beta-D-galactosidase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94493.1 beta-D-galactosidase [Klebsiella pneumoniae],Mutated,582,486
YP_005227527.1,cation transport regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95113.1 cation transport regulator [Klebsiella pneumoniae],Mutated,8,83
YP_005225069.1,phosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92802.1 phosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae],Mutated,10,179
YP_005228468.1,DUF1493 family protein,GCA_002156725.1 ARS96138.1 cytoplasmic protein [Klebsiella pneumoniae],Mutated,37,82
YP_005225075.1,ribulokinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92808.1 ribulokinase [Klebsiella pneumoniae],Mutated,7,569
YP_005228591.1,exonuclease V subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96256.1 exodeoxyribonuclease V subunit alpha [Klebsiella pneumoniae],Mutated,12,614
YP_005226759.1,two-component system response regulator for C4-dicarboxylate regulation of anaerobic fumurate respiratory system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94429.1 two-component system response regulator DcuR [Klebsiella pneumoniae],Mutated,2,239
YP_005227956.1,colicin I receptor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95587.1 catecholate siderophore receptor CirA [Klebsiella pneumoniae],Mutated,490,176
YP_005224636.1,phosphonate metabolism protein PhnM [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92395.1 phosphonate metabolism protein PhnM [Klebsiella pneumoniae],Mutated,4,378
YP_005227715.1,L-arabinose transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95282.1 L-arabinose ABC transporter permease AraH [Klebsiella pneumoniae],Mutated,3,326
YP_005224324.1,coproporphyrinogen III oxidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92091.1 oxygen-independent coproporphyrinogen III oxidase [Klebsiella pneumoniae],Mutated,3,457
YP_005229410.1,putative tRNA/rRNA methyltransferase YibK [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97038.1 tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL [Klebsiella pneumoniae],Mutated,3,157
YP_005228899.1,urease accessory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96547.1 urease accessory protein [Klebsiella pneumoniae],Mutated,5,158
YP_005226801.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94468.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,228
YP_005229445.1,orotate phosphoribosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97068.1 orotate phosphoribosyltransferase [Klebsiella pneumoniae],Mutated,6,213
YP_005227099.1,DUF421 domain-containing protein,GCA_002156725.1 ARS94733.1 DUF421 domain-containing protein [Klebsiella pneumoniae],Mutated,2,148
YP_005226833.1,transcriptional activator FtrA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94496.1 transcriptional regulator FtrA [Klebsiella pneumoniae],Mutated,12,365
YP_005225390.1,"putative phosphotransferase system, lactose/cellobiose-specific IIB subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93092.1 PTS mannose transporter subunit IIA [Klebsiella pneumoniae],Mutated,16,95
YP_005227701.1,aspartyl-tRNA synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95268.1 aspartate--tRNA ligase [Klebsiella pneumoniae],Mutated,6,595
YP_005229483.1,putative glycoside hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91943.1 glycoside hydrolase [Klebsiella pneumoniae],Mutated,10,459
YP_005225631.1,"auxiliary transport protein, membrane fusion protein (MFP) family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93324.1 hypothetical protein B9G35_07630 [Klebsiella pneumoniae],Mutated,14,380
YP_005226399.1,IS3 family transposase,GCA_002202195.1 ASC22409.1 transposase [Klebsiella pneumoniae],Mutated,208,261
YP_005225151.1,transposase IS3/IS911 family protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002812665.1 AUA51562.1 IS3-like ISKpn18 family transposase [Klebsiella pneumoniae],Mutated,329,80
YP_005225708.1,hypothetical protein KPHS_14080 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02959.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,42,45
YP_005224886.1,transcriptional activator protein Irlr [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92629.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,3,227
YP_005226767.1,auxin efflux carrier [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94437.1 transporter [Klebsiella pneumoniae],Mutated,4,319
YP_005225192.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173
YP_005224788.1,bifunctional antitoxin/transcriptional repressor RelB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92537.1 bifunctional antitoxin/transcriptional repressor RelB [Klebsiella pneumoniae],Mutated,3,80
YP_005227383.1,putative iron compound ABC transport system periplasmic binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94988.1 preprotein translocase YidC [Klebsiella pneumoniae],Mutated,24,325
YP_005225533.1,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93224.1 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase [Klebsiella pneumoniae],Mutated,2,288
YP_005227075.1,putative catalase (hydroperoxidase I) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94716.1 catalase/peroxidase HPI [Klebsiella pneumoniae],Mutated,5,725
YP_005226139.1,"asparaginyl-tRNA synthetase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93795.1 asparagine--tRNA ligase [Klebsiella pneumoniae],Mutated,182,291
YP_005225445.1,peptidyl-prolyl cis-trans isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93144.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,12,624
YP_005227728.1,tyrosine-specific transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95295.1 tyrosine transporter TyrP [Klebsiella pneumoniae],Mutated,30,403
YP_005228436.1,hydrogenase nickel incorporation protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96106.1 hydrogenase nickel incorporation protein HypA [Klebsiella pneumoniae],Mutated,3,114
YP_005228604.1,DNA mismatch repair protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96266.1 DNA mismatch repair protein MutH [Klebsiella pneumoniae],Mutated,3,231
YP_005225099.1,acetolactate synthase III small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92831.1 acetolactate synthase small subunit [Klebsiella pneumoniae],Mutated,11,173
YP_005229577.1,DNA polymerase III subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92032.1 DNA polymerase III subunit beta [Klebsiella pneumoniae],Mutated,3,366
YP_005224913.1,multidrug resistance protein MdtM [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97130.1 MFS transporter [Klebsiella pneumoniae],Mutated,11,413
YP_005226813.1,diguanylate phosphodiesterase,GCA_002156725.1 ARS94476.1 diguanylate phosphodiesterase [Klebsiella pneumoniae],Mutated,8,405
YP_005228229.1,chaperone protein HscA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95890.1 molecular chaperone HscA [Klebsiella pneumoniae],Mutated,5,616
YP_005228836.1,cystathionine-beta-synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97315.1 cystathionine beta-synthase [Klebsiella pneumoniae],Mutated,14,458
YP_005225660.1,putative NADH-dependent dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93350.1 dehydrogenase [Klebsiella pneumoniae],Mutated,15,383
YP_005225174.1,2'-5' RNA ligase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92897.1 2'-5' RNA ligase [Klebsiella pneumoniae],Mutated,1,178
YP_005227020.1,"amidohydrolase, AtzE family, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94663.1 AtzE family amidohydrolase [Klebsiella pneumoniae],Mutated,245,252
YP_005228660.1,fimbrial morphology protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96322.1 fimbrial protein [Klebsiella pneumoniae],Mutated,8,161
YP_005228476.1,putative permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96145.1 MFS transporter [Klebsiella pneumoniae],Mutated,25,400
YP_005229442.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97339.1 bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase [Klebsiella pneumoniae],Mutated,2,405
YP_005226154.1,dihydroorotate oxidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93806.1 dihydroorotate dehydrogenase (quinone) [Klebsiella pneumoniae],Mutated,2,336
YP_005227597.1,hypothetical protein KPHS_32970 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25376.1 hypothetical protein AM386_28070 [Klebsiella pneumoniae],Mutated,3,48
YP_005226164.1,macrodomain Ter protein MatP,GCA_002156725.1 ARS93818.1 macrodomain Ter protein [Klebsiella pneumoniae],Mutated,1,150
YP_005227757.1,"L,D-transpeptidase","GCA_002156725.1 ARS95323.1 L,D-transpeptidase [Klebsiella pneumoniae]",Mutated,14,313
YP_005229091.1,RNase E specificity factor CsrD,GCA_002156725.1 ARS96731.1 RNase E specificity factor CsrD [Klebsiella pneumoniae],Mutated,4,646
YP_005229080.1,p-hydroxybenzoic acid efflux subunit AaeB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96720.1 p-hydroxybenzoic acid efflux pump subunit AaeB [Klebsiella pneumoniae],Mutated,26,635
YP_005225520.1,acyl-CoA thioesterase I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93211.1 arylesterase [Klebsiella pneumoniae],Mutated,3,207
YP_005227297.1,putative DeoR-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94911.1 decarboxylase [Klebsiella pneumoniae],Mutated,6,256
YP_005227237.1,adenosine deaminase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94858.1 adenosine deaminase [Klebsiella pneumoniae],Mutated,2,333
YP_005224711.1,putative ATPase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92463.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Klebsiella pneumoniae],Mutated,7,149
YP_005228590.1,hypothetical protein KPHS_42900 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96255.1 hypothetical protein B9G35_23580 [Klebsiella pneumoniae],Mutated,10,106
YP_005224956.1,putative PTS permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92697.1 PTS sugar transporter [Klebsiella pneumoniae],Mutated,4,140
YP_005228573.1,propanediol utilization protein PduJ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96238.1 ethanolamine utilization protein EutM [Klebsiella pneumoniae],Mutated,1,91
YP_005229450.1,putative ABC-type multidrug transport system ATPase component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97070.1 multidrug ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,243,83
YP_005224955.1,sigma-54 dependent transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92696.1 Fis family transcriptional regulator [Klebsiella pneumoniae],Mutated,18,921
YP_005229296.1,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,GCA_002156725.1 ARS96931.1 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF [Klebsiella pneumoniae],Mutated,2,126
YP_005226100.1,leucine-responsive transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93761.1 leucine-responsive regulatory protein [Klebsiella pneumoniae],Mutated,1,164
YP_005229616.1,tRNA uridine 5-carboxymethylaminomethyl modification protein GidA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92066.1 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG [Klebsiella pneumoniae],Mutated,4,629
YP_005225566.1,putative phage head morphogenesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV39411.1 phage head morphogenesis protein [Klebsiella pneumoniae],Mutated,36,229
YP_005229005.1,LLM class flavin-dependent oxidoreductase,GCA_002156725.1 ARS96648.1 LLM class flavin-dependent oxidoreductase [Klebsiella pneumoniae],Mutated,3,335
YP_005227604.1,hypothetical protein KPHS_33040 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25382.1 hypothetical protein AM386_28100 [Klebsiella pneumoniae],Mutated,11,47
YP_005224931.1,4-hydroxyphenylacetate catabolism [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92674.1 5-carboxymethyl-2-hydroxymuconate delta-isomerase [Klebsiella pneumoniae],Mutated,5,126
YP_005226039.1,hypothetical protein KPHS_17390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93709.1 hypothetical protein B9G35_09760 [Klebsiella pneumoniae],Mutated,482,983
YP_005227228.1,putative transcriptional regulator (LysR family) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94849.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,307
YP_005228185.1,transcriptional regulation of gcv operon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95797.1 glycine cleavage system transcriptional repressor [Klebsiella pneumoniae],Mutated,31,188
YP_005228734.1,putative glyoxalase/bleomycin resistance protein/dioxygenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96392.1 glyoxalase [Klebsiella pneumoniae],Mutated,3,308
YP_005225223.1,zinc metallopeptidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92938.1 RIP metalloprotease RseP [Klebsiella pneumoniae],Mutated,9,450
YP_005228758.1,putative deoxyribonucleotide triphosphate pyrophosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS96416.1 non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family [Klebsiella pneumoniae]",Mutated,4,197
YP_005225207.1,vitamin B12-transporter protein BtuF [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92922.1 cobalamin-binding protein [Klebsiella pneumoniae],Mutated,5,266
YP_005226758.1,putative thiamine biosynthesis lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94428.1 thiamine biosynthesis protein ApbE [Klebsiella pneumoniae],Mutated,12,316
YP_005229441.1,DNA repair protein RadC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97065.1 DNA repair protein RadC [Klebsiella pneumoniae],Mutated,1,221
