Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005225202.1,hydroxamate-dependent iron transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92918.1 Fe3+-hydroxamate ABC transporter permease FhuB [Klebsiella pneumoniae],Mutated,10,660,Transporters
YP_005225449.1,ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93148.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,16,566,Transporters
YP_005226925.1,sulfite exporter TauE/SafE family protein,GCA_002156725.1 ARS94578.1 anion permease [Klebsiella pneumoniae],Mutated,14,247,Transporters
YP_005224605.1,NCS2 family permease,GCA_002156725.1 ARS92367.1 NCS2 family permease [Klebsiella pneumoniae],Mutated,2,449,Transporters
YP_005225619.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93316.1 D-xylose ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,5,494,Transporters
YP_005224957.1,putative PTS permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92698.1 PTS mannose/fructose/sorbose transporter subunit IIB [Klebsiella pneumoniae],Mutated,3,156,Transporters
YP_005225323.1,putative inner membrane permease of ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93032.1 phosphonate ABC transporter, permease protein PhnE [Klebsiella pneumoniae]",Mutated,6,290,Transporters
YP_005227389.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94994.1 sulfonate ABC transporter permease [Klebsiella pneumoniae],Mutated,13,331,Transporters
YP_005225970.1,glutamine ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93634.1 glutamine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,5,240,Transporters
YP_005225984.1,anaerobic C4-dicarboxylate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93647.1 C4-dicarboxylate ABC transporter [Klebsiella pneumoniae],Mutated,51,304,Transporters
YP_005229188.1,ATPase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96827.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,10,634,Transporters
YP_005229266.1,glycerol-3-phosphate transporter periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96905.1 sn-glycerol-3-phosphate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,5,438,Transporters
YP_005227595.1,high-affinity branched-chain amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95176.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,3,304,Transporters
YP_005226357.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93988.1 cyanate MFS transporter [Klebsiella pneumoniae],Mutated,11,391,Transporters
YP_005227322.1,ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94933.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,74,327,Transporters
YP_005227996.1,putative MgtE integral membrane region [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95624.1 magnesium transporter [Klebsiella pneumoniae],Mutated,3,478,Transporters
YP_005228385.1,L-valine transporter subunit YgaH,GCA_002156725.1 ARS96058.1 L-valine transporter subunit YgaH [Klebsiella pneumoniae],Mutated,4,111,Transporters
YP_005228523.1,putative D- and L-methionine transporter ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96190.1 methionine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,4,340,Transporters
YP_005227190.1,dipeptide transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94814.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,107,436,Transporters
YP_005225245.1,DL-methionine transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92958.1 DL-methionine transporter permease subunit [Klebsiella pneumoniae],Mutated,1,217,Transporters
YP_005228238.1,putative transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95899.1 nickel transporter [Klebsiella pneumoniae],Mutated,10,326,Transporters
YP_005225776.1,putative inner-membrane translocator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93454.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,14,334,Transporters
YP_005227739.1,cystine transporter subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95306.1 cystine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,16,266,Transporters
YP_005227462.1,"vitamin B12 ABC superfamily ATP binding cassette transporter, permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95057.1 vitamin B12 ABC transporter permease BtuC [Klebsiella pneumoniae],Mutated,5,328,Transporters
YP_005224677.1,putative transport [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92426.1 L-methionine/branched-chain amino acid transporter [Klebsiella pneumoniae],Mutated,11,416,Transporters
YP_005227213.1,inner membrane protein YdcO [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94835.1 benzoate transporter [Klebsiella pneumoniae],Mutated,15,388,Transporters
YP_005225134.1,putative permease of the Na+:galactoside symporter family [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92864.1 MFS transporter [Klebsiella pneumoniae],Mutated,18,468,Transporters
YP_005225745.1,iron-enterobactin transporter periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93426.1 Fe2+-enterobactin ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,17,319,Transporters
YP_005224898.1,putative inner-membrane translocator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92641.1 sugar ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,13,494,Transporters
YP_005226187.1,BCCT family transporter,GCA_002156725.1 ARS93842.1 BCCT family transporter [Klebsiella pneumoniae],Mutated,38,535,Transporters
YP_005229231.1,ferrous iron transport protein B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96868.1 ferrous iron transporter B [Klebsiella pneumoniae],Mutated,11,772,Transporters
YP_005226638.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94315.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,5,222,Transporters
YP_005226774.1,multidrug efflux system protein MdtJ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94445.1 multidrug transporter subunit MdtJ [Klebsiella pneumoniae],Mutated,3,120,Transporters
YP_005228405.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96075.1 iron ABC transporter [Klebsiella pneumoniae],Mutated,21,287,Transporters
YP_005226063.1,putrescine ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97184.1 polyamine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,13,388,Transporters
YP_005225955.1,putative general substrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93621.1 MFS transporter [Klebsiella pneumoniae],Mutated,7,443,Transporters
YP_005224835.1,sn-glycerol 3-phosphate transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92584.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,11,295,Transporters
YP_005227895.1,putative dipeptide ABC transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97279.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,9,287,Transporters
YP_005228065.1,histidine and lysine/arginine/ornithine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95691.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,1,238,Transporters
YP_005227373.1,putative transporter protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94981.1 MFS transporter [Klebsiella pneumoniae],Mutated,3,399,Transporters
YP_005225080.1,"thiamine/thiamine pyrophosphate ABC superfamily ATP binding cassette transporter, membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92812.1 thiamine/thiamine pyrophosphate ABC transporter permease ThiP [Klebsiella pneumoniae],Mutated,15,536,Transporters
YP_005224313.1,MFS family transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92078.1 MFS transporter [Klebsiella pneumoniae],Mutated,2,465,Transporters
YP_005225778.1,putative ABC-type sugar transport system ATPase component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93456.1 sugar ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,38,500,Transporters
YP_005226393.1,metabolite transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94021.1 MFS transporter [Klebsiella pneumoniae],Mutated,1,452,Transporters
YP_005229541.1,regulatory protein UhpC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91997.1 MFS transporter family glucose-6-phosphate receptor UhpC [Klebsiella pneumoniae],Mutated,4,442,Transporters
YP_005229549.1,"putative membrane protein, transport [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92005.1 EamA family transporter [Klebsiella pneumoniae],Mutated,7,277,Transporters
YP_005225332.1,amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93040.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,5,229,Transporters
YP_005226988.1,"putative phosphotransferase system, EIIC [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94632.1 PTS fructose transporter subunit IIC [Klebsiella pneumoniae],Mutated,13,368,Transporters
YP_005225508.1,fosmidomycin resistance protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93200.1 MFS transporter [Klebsiella pneumoniae],Mutated,6,406,Transporters
YP_005229594.1,carbohydrate-specific outer membrane porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92048.1 carbohydrate porin [Klebsiella pneumoniae],Mutated,8,544,Transporters
YP_005229354.1,dipeptide transporter ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96983.1 dipeptide ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,5,337,Transporters
YP_005226054.1,permease,GCA_002156725.1 ARS97183.1 transporter [Klebsiella pneumoniae],Mutated,493,74,Transporters
YP_005225516.1,putative ABC transporter ATP-binding protein YbbL [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93207.1 iron ABC transporter ATP-binding protein FetA [Klebsiella pneumoniae],Mutated,5,225,Transporters
YP_005225456.1,ammonium transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93155.1 ammonium transporter [Klebsiella pneumoniae],Mutated,24,428,Transporters
YP_005228067.1,histidine ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95693.1 histidine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,2,260,Transporters
YP_005226507.1,major facilitator family transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94192.1 MFS transporter [Klebsiella pneumoniae],Mutated,21,463,Transporters
YP_005226096.1,cytochrome-related transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93758.1 amino acid ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,16,573,Transporters
YP_005225742.1,iron complex transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97168.1 iron-enterobactin transporter permease [Klebsiella pneumoniae],Mutated,12,330,Transporters
YP_005225703.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93387.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,3,213,Transporters
YP_005229311.1,magnesium transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96945.1 magnesium transporter [Klebsiella pneumoniae],Mutated,8,337,Transporters
YP_005227931.1,glycine betaine/choline ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95562.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,7,305,Transporters
YP_005226787.1,putative voltage-gated ClC-type chloride channel ClcB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94453.1 voltage-gated ClC-type chloride channel ClcB [Klebsiella pneumoniae],Mutated,6,431,Transporters
YP_005225491.1,potassium efflux protein KefA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93186.1 mechanosensitive channel MscK [Klebsiella pneumoniae],Mutated,11,1115,Transporters
YP_005224664.1,"poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA","GCA_002156725.1 ARS92417.1 poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [Klebsiella pneumoniae]",Mutated,46,815,Transporters
YP_005225325.1,phosphonate transport ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93034.1 phosphonate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,4,280,Transporters
YP_005229033.1,DMT family transporter,GCA_002156725.1 ARS96673.1 EamA family transporter [Klebsiella pneumoniae],Mutated,2,321,Transporters
YP_005226687.1,putative multidrug resistance efflux pump [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94362.1 multidrug transporter EmrA [Klebsiella pneumoniae],Mutated,4,361,Transporters
YP_005227606.1,"phosphate/phosphonate ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95184.1 phosphate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,18,266,Transporters
YP_005226306.1,spermidine/putrescine ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93942.1 spermidine/putrescine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,5,348,Transporters
YP_005228621.1,putative inner membrane permease of oligogalacturonide ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96284.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,2,296,Transporters
YP_005225641.1,amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93332.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,3,258,Transporters
YP_005227126.1,putative ABC transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94754.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,12,282,Transporters
YP_005224308.1,D-ribose transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92074.1 ribose ABC transporter ATP-binding protein RbsA [Klebsiella pneumoniae],Mutated,5,501,Transporters
YP_005229358.1,dipeptide transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96987.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,59,526,Transporters
YP_005226964.1,phosphoglycerate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97233.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,44,406,Transporters
YP_005225453.1,ATP-binding component of a transport system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93152.1 multidrug ABC transporter permease/ATP-binding protein [Klebsiella pneumoniae],Mutated,6,590,Transporters
YP_005225522.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93213.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,119,804,Transporters
YP_005226839.1,high-affinity branched-chain amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94500.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,17,524,Transporters
YP_005224838.1,putative sulfate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92586.1 sulfate permease [Klebsiella pneumoniae],Mutated,43,489,Transporters
YP_005226065.1,spermidine/putrescine transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93728.1 putrescine ABC transporter permease PotI [Klebsiella pneumoniae],Mutated,2,281,Transporters
YP_005228521.1,putative ABC-type metal ion transport system periplasmic component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96188.1 metal ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,4,292,Transporters
YP_005227308.1,"putative transport protein, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94922.1 MFS transporter [Klebsiella pneumoniae],Mutated,293,297,Transporters
YP_005226369.1,sugar efflux transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93999.1 MFS transporter [Klebsiella pneumoniae],Mutated,24,405,Transporters
YP_005228406.1,putative ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96076.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,21,236,Transporters
YP_005227901.1,D-arabinitol transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95539.1 D-arabinitol transporter [Klebsiella pneumoniae],Mutated,10,425,Transporters
YP_005224707.1,putative arginine-binding periplasmic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92459.1 arginine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,3,243,Transporters
YP_005228533.1,fucose permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96198.1 MFS transporter [Klebsiella pneumoniae],Mutated,10,436,Transporters
YP_005229524.1,"putative phosphotransferase system, lactose/cellobiose-specific IIB subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS91981.1 PTS sugar transporter subunit IIB [Klebsiella pneumoniae],Mutated,2,104,Transporters
YP_005227093.1,ABC transporter substrate-binding protein,GCA_002156725.1 ARS94726.1 amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,9,228,Transporters
YP_005224768.1,inner membrane ABC transporter permease YjfF [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92519.1 sugar ABC transporter permease YjfF [Klebsiella pneumoniae],Mutated,13,324,Transporters
YP_005229022.1,"hypothetical protein KPHS_47220, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96662.1 porin [Klebsiella pneumoniae],Mutated,73,115,Transporters
YP_005228408.1,"PTS family enzyme IIC, glucitol/sorbitol-specific [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96079.1 PTS glucitol/sorbitol transporter subunit IIC [Klebsiella pneumoniae],Mutated,3,187,Transporters
YP_005225681.1,"putative transport protein, PTS system [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93367.1 PTS mannose transporter subunit IID [Klebsiella pneumoniae],Mutated,3,284,Transporters
YP_005225727.1,"ribose transport system permease, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93409.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,263,94,Transporters
YP_005225902.1,molybdate ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93572.1 molybdate ABC transporter permease [Klebsiella pneumoniae],Mutated,2,229,Transporters
YP_005227695.1,high-affinity zinc uptake system membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95262.1 zinc ABC transporter permease [Klebsiella pneumoniae],Mutated,5,261,Transporters
YP_005229495.1,EamA family transporter,GCA_002156725.1 ARS91955.1 EamA family transporter [Klebsiella pneumoniae],Mutated,107,284,Transporters
YP_005227538.1,putative sulfate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95124.1 sodium-independent anion transporter [Klebsiella pneumoniae],Mutated,20,559,Transporters
YP_005227015.1,cysteine ABC transporter periplasmic substrate binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94659.1 amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,4,261,Transporters
YP_005229502.1,multidrug resistance protein membrane translocase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91962.1 EmrB/QacA family drug resistance transporter [Klebsiella pneumoniae],Mutated,11,497,Transporters
YP_005227157.1,putative ABC transporter substrate binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94785.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,9,322,Transporters
YP_005227518.1,putative nitrate transport protein nasD [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95107.1 nitrate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,2,262,Transporters
YP_005226072.1,arginine transporter permease subunit ArtQ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93735.1 arginine transporter permease subunit ArtQ [Klebsiella pneumoniae],Mutated,3,238,Transporters
YP_005225818.1,glutamate/aspartate ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93494.1 glutamate/aspartate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,1,241,Transporters
YP_005229561.1,putative transporter,GCA_002156725.1 ARS92016.1 transporter [Klebsiella pneumoniae],Mutated,7,553,Transporters
YP_005228064.1,histidine/lysine/arginine/ornithine transporter subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95690.1 histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein HisP [Klebsiella pneumoniae],Mutated,1,257,Transporters
YP_005227488.1,oligopeptide ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95081.1 oligopeptide ABC transporter ATP-binding protein OppD [Klebsiella pneumoniae],Mutated,2,337,Transporters
YP_005225335.1,cysteine transport system periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93042.1 cysteine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,3,269,Transporters
YP_005228939.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96587.1 autoinducer 2 ABC transporter permease LsrC [Klebsiella pneumoniae],Mutated,8,344,Transporters
YP_005224919.1,putative porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92662.1 porin [Klebsiella pneumoniae],Mutated,3,181,Transporters
YP_005225334.1,glutamate/aspartate transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93041.1 ABC transporter [Klebsiella pneumoniae],Mutated,3,272,Transporters
YP_005227169.1,amino acid ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94795.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,11,308,Transporters
YP_005226783.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94450.1 MFS transporter [Klebsiella pneumoniae],Mutated,14,416,Transporters
YP_005225949.1,putative ABC-type transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93617.1 multidrug ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,12,579,Transporters
YP_005226165.1,outer membrane protein A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93819.1 porin OmpA [Klebsiella pneumoniae],Mutated,18,364,Transporters
YP_005225766.1,MFS transporter,GCA_002156725.1 ARS93445.1 MFS transporter [Klebsiella pneumoniae],Mutated,8,452,Transporters
YP_005229389.1,"D-xylose ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97015.1 D-xylose ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,22,351,Transporters
YP_005227202.1,putative ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94825.1 polyamine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,9,337,Transporters
YP_005229472.1,putative sodium/sulfate symporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97089.1 citrate transporter [Klebsiella pneumoniae],Mutated,11,434,Transporters
YP_005225633.1,putative FecCD-family membrane transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93326.1 iron-siderophore ABC transporter permease [Klebsiella pneumoniae],Mutated,27,342,Transporters
YP_005225658.1,putative nucleoside H+ symporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93348.1 MFS transporter [Klebsiella pneumoniae],Mutated,18,401,Transporters
YP_005225759.1,putative periplasmic binding protein/LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93440.1 sugar ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,5,354,Transporters
YP_005225471.1,maltose ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93168.1 maltose ABC transporter permease [Klebsiella pneumoniae],Mutated,5,435,Transporters
YP_005228193.1,uracil transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95804.1 uracil/xanthine transporter [Klebsiella pneumoniae],Mutated,1,428,Transporters
YP_005227304.1,oligopeptide ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94918.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,165,323,Transporters
YP_005228382.1,glycine betaine transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96055.1 proline/betaine ABC transporter permease ProW [Klebsiella pneumoniae],Mutated,9,355,Transporters
YP_005228424.1,cellobiose/arbutin/salicin-specific PTS system components IIBC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96094.1 PTS cellobiose/arbutin/salicin transporter subunit IIBC [Klebsiella pneumoniae],Mutated,13,480,Transporters
