Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005227381.1,hypothetical protein KPHS_30810 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23500.1 hypothetical protein AM386_17625 [Klebsiella pneumoniae],Mutated,1,42,Hypothetical Proteins
YP_005227530.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95116.1 hypothetical protein B9G35_17385 [Klebsiella pneumoniae],Mutated,2,270,Hypothetical Proteins
YP_005226057.1,YbjC family protein,GCA_002156725.1 ARS93723.1 hypothetical protein B9G35_09835 [Klebsiella pneumoniae],Mutated,9,95,Hypothetical Proteins
YP_005228457.1,nitrous oxide-stimulated promoter family protein,GCA_002156725.1 ARS96126.1 hypothetical protein B9G35_22905 [Klebsiella pneumoniae],Mutated,27,113,Hypothetical Proteins
YP_005229605.1,hypothetical protein KPHS_53050 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22040.1 hypothetical protein AM386_09460 [Klebsiella pneumoniae],Mutated,7,40,Hypothetical Proteins
YP_005229452.1,hypothetical protein KPHS_51520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21892.1 hypothetical protein AM386_08670 [Klebsiella pneumoniae],Mutated,7,43,Hypothetical Proteins
YP_005224424.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92189.1 hypothetical protein B9G35_01375 [Klebsiella pneumoniae],Mutated,2,240,Hypothetical Proteins
YP_005227980.1,hypothetical protein KPHS_36800 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95609.1 hypothetical protein B9G35_20105 [Klebsiella pneumoniae],Mutated,1,114,Hypothetical Proteins
YP_005227497.1,hypothetical protein KPHS_31970 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23392.1 hypothetical protein AM386_17045 [Klebsiella pneumoniae],Mutated,12,43,Hypothetical Proteins
YP_005226446.1,UPF0259 family protein,GCA_002156725.1 ARS94064.1 hypothetical protein B9G35_11710 [Klebsiella pneumoniae],Mutated,5,247,Hypothetical Proteins
YP_005225051.1,hypothetical protein KPHS_07510 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22798.1 hypothetical protein AM386_13705 [Klebsiella pneumoniae],Mutated,1,51,Hypothetical Proteins
YP_005226568.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94250.1 hypothetical protein B9G35_12720 [Klebsiella pneumoniae],Mutated,9,313,Hypothetical Proteins
YP_005227703.1,DUF72 domain-containing protein,GCA_002156725.1 ARS95270.1 hypothetical protein B9G35_18225 [Klebsiella pneumoniae],Mutated,37,272,Hypothetical Proteins
YP_005227545.1,type VI secretion system ImpA family N-terminal domain-containing protein,GCA_002156725.1 ARS95131.1 hypothetical protein B9G35_17465 [Klebsiella pneumoniae],Mutated,39,471,Hypothetical Proteins
YP_005225989.1,DUF1479 domain-containing protein,GCA_002156725.1 ARS93651.1 hypothetical protein B9G35_09460 [Klebsiella pneumoniae],Mutated,12,421,Hypothetical Proteins
YP_005229487.1,DUF3237 domain-containing protein,GCA_002156725.1 ARS91947.1 hypothetical protein B9G35_00050 [Klebsiella pneumoniae],Mutated,1,155,Hypothetical Proteins
YP_005226584.1,hypothetical protein KPHS_22840 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94266.1 hypothetical protein B9G35_12810 [Klebsiella pneumoniae],Mutated,73,116,Hypothetical Proteins
YP_005225285.1,YjhX family toxin,GCA_002156725.1 ARS92997.1 hypothetical protein B9G35_05885 [Klebsiella pneumoniae],Mutated,8,85,Hypothetical Proteins
YP_005226567.1,Putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94249.1 hypothetical protein B9G35_12715 [Klebsiella pneumoniae],Mutated,4,164,Hypothetical Proteins
YP_005228710.1,YecA family protein,GCA_002156725.1 ARS97311.1 hypothetical protein B9G35_24190 [Klebsiella pneumoniae],Mutated,32,164,Hypothetical Proteins
YP_005226169.1,"hypothetical protein KPHS_18690, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93824.1 hypothetical protein B9G35_10400 [Klebsiella pneumoniae],Mutated,95,56,Hypothetical Proteins
YP_005226286.1,glycine zipper 2TM domain-containing protein,GCA_002156725.1 ARS97197.1 hypothetical protein B9G35_10995 [Klebsiella pneumoniae],Mutated,5,179,Hypothetical Proteins
YP_005227729.1,YecA family protein,GCA_002156725.1 ARS95296.1 hypothetical protein B9G35_18355 [Klebsiella pneumoniae],Mutated,14,217,Hypothetical Proteins
YP_005229386.1,hypothetical protein KPHS_50860 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97012.1 hypothetical protein B9G35_27645 [Klebsiella pneumoniae],Mutated,10,123,Hypothetical Proteins
YP_005224891.1,hypothetical protein KPHS_05910 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22656.1 hypothetical protein AM386_12915 [Klebsiella pneumoniae],Mutated,11,55,Hypothetical Proteins
YP_005228437.1,hypothetical protein KPHS_41380 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003574255.1 BBE59859.1 hypothetical protein TRKP064_0765 [Klebsiella pneumoniae],Mutated,1,52,Hypothetical Proteins
YP_005224658.1,putative transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92413.1 hypothetical protein B9G35_02650 [Klebsiella pneumoniae],Mutated,36,227,Hypothetical Proteins
YP_005224554.1,serine dehydratase subunit alpha family protein,GCA_002156725.1 ARS92319.1 hypothetical protein B9G35_02145 [Klebsiella pneumoniae],Mutated,14,425,Hypothetical Proteins
YP_005226429.1,hypothetical protein KPHS_21290 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24371.1 hypothetical protein AM386_22350 [Klebsiella pneumoniae],Mutated,2,38,Hypothetical Proteins
YP_005227554.1,hypothetical protein KPHS_32540 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23344.1 hypothetical protein AM386_16730 [Klebsiella pneumoniae],Mutated,20,37,Hypothetical Proteins
YP_005224895.1,membrane fusion protein family auxiliary transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92638.1 hypothetical protein B9G35_03890 [Klebsiella pneumoniae],Mutated,7,355,Hypothetical Proteins
YP_005226126.1,chromosome partition protein MukF [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93786.1 hypothetical protein B9G35_10185 [Klebsiella pneumoniae],Mutated,3,297,Hypothetical Proteins
YP_005225096.1,hypothetical protein KPHS_07960 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22846.1 hypothetical protein AM386_13945 [Klebsiella pneumoniae],Mutated,1,39,Hypothetical Proteins
YP_005226583.1,hypothetical protein KPHS_22830 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94265.1 hypothetical protein B9G35_12805 [Klebsiella pneumoniae],Mutated,1,61,Hypothetical Proteins
YP_005226953.1,hypothetical protein KPHS_26530 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23911.1 hypothetical protein AM386_19885 [Klebsiella pneumoniae],Mutated,16,54,Hypothetical Proteins
YP_005227220.1,putative LpxA-like enzyme [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94841.1 hypothetical protein B9G35_15875 [Klebsiella pneumoniae],Mutated,13,326,Hypothetical Proteins
YP_005226360.1,YbaK/prolyl-tRNA synthetase associated domain-containing protein,GCA_002156725.1 ARS93990.1 hypothetical protein B9G35_11320 [Klebsiella pneumoniae],Mutated,3,166,Hypothetical Proteins
YP_005229134.1,DUF494 domain-containing protein,GCA_002156725.1 ARS96773.1 hypothetical protein B9G35_26365 [Klebsiella pneumoniae],Mutated,1,157,Hypothetical Proteins
YP_005225330.1,putative receptor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97152.1 hypothetical protein B9G35_06110 [Klebsiella pneumoniae],Mutated,11,547,Hypothetical Proteins
YP_005227109.1,YmjA family protein,GCA_002156725.1 ARS94742.1 hypothetical protein B9G35_15360 [Klebsiella pneumoniae],Mutated,5,81,Hypothetical Proteins
YP_005226710.1,paral putative membrane component of transport system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94381.1 hypothetical protein B9G35_13420 [Klebsiella pneumoniae],Mutated,11,402,Hypothetical Proteins
YP_005224794.1,hypothetical protein KPHS_04940 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22538.1 hypothetical protein AM386_12235 [Klebsiella pneumoniae],Mutated,7,57,Hypothetical Proteins
YP_005225677.1,"putative inner membrane protein, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93364.1 hypothetical protein B9G35_07850 [Klebsiella pneumoniae],Mutated,780,141,Hypothetical Proteins
YP_005226806.1,hypothetical protein KPHS_25060 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24045.1 hypothetical protein AM386_20610 [Klebsiella pneumoniae],Mutated,1,42,Hypothetical Proteins
YP_005227621.1,hypothetical protein KPHS_33210 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26129.1 hypothetical protein AM386_28405 [Klebsiella pneumoniae],Mutated,4,48,Hypothetical Proteins
YP_005227704.1,MAPEG family protein,GCA_002156725.1 ARS95271.1 hypothetical protein B9G35_18230 [Klebsiella pneumoniae],Mutated,1,131,Hypothetical Proteins
YP_005229603.1,hypothetical protein KPHS_53030 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22038.1 hypothetical protein AM386_09450 [Klebsiella pneumoniae],Mutated,16,53,Hypothetical Proteins
YP_005228949.1,putative transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96597.1 hypothetical protein B9G35_25400 [Klebsiella pneumoniae],Mutated,8,323,Hypothetical Proteins
YP_005224754.1,YtfJ family protein,GCA_002156725.1 ARS92505.1 hypothetical protein B9G35_03155 [Klebsiella pneumoniae],Mutated,3,185,Hypothetical Proteins
YP_005226610.1,DUF2235 domain-containing protein,GCA_002156725.1 ARS94290.1 hypothetical protein B9G35_12945 [Klebsiella pneumoniae],Mutated,585,344,Hypothetical Proteins
YP_005225404.1,DUF3251 domain-containing protein,GCA_002156725.1 ARS93104.1 hypothetical protein B9G35_06460 [Klebsiella pneumoniae],Mutated,3,179,Hypothetical Proteins
YP_005224650.1,hypothetical protein KPHS_03500 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22405.1 hypothetical protein AM386_11500 [Klebsiella pneumoniae],Mutated,5,40,Hypothetical Proteins
YP_005225005.1,protein CreA,GCA_002156725.1 ARS92740.1 hypothetical protein B9G35_04470 [Klebsiella pneumoniae],Mutated,2,157,Hypothetical Proteins
YP_005227188.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94812.1 hypothetical protein B9G35_15725 [Klebsiella pneumoniae],Mutated,12,149,Hypothetical Proteins
YP_005227556.1,hypothetical protein KPHS_32560 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV40629.1 hypothetical protein C2U50_29995 [Klebsiella pneumoniae],Mutated,66,75,Hypothetical Proteins
YP_005229572.1,putative outer membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92027.1 hypothetical protein B9G35_00465 [Klebsiella pneumoniae],Mutated,13,377,Hypothetical Proteins
YP_005228527.1,hypothetical protein KPHS_42270 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21055.1 hypothetical protein AM386_04150 [Klebsiella pneumoniae],Mutated,9,38,Hypothetical Proteins
YP_005228774.1,hypothetical protein KPHS_44740 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96432.1 hypothetical protein B9G35_24520 [Klebsiella pneumoniae],Mutated,3,115,Hypothetical Proteins
YP_005225561.1,hypothetical protein KPHS_12610 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE16530.1 hypothetical protein C5707_022825 [Klebsiella pneumoniae],Mutated,1,40,Hypothetical Proteins
YP_005227492.1,hypothetical protein KPHS_31920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23397.1 hypothetical protein AM386_17070 [Klebsiella pneumoniae],Mutated,2,38,Hypothetical Proteins
YP_005224978.1,hypothetical protein KPHS_06780 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22736.1 hypothetical protein AM386_13335 [Klebsiella pneumoniae],Mutated,11,56,Hypothetical Proteins
YP_005228654.1,hypothetical protein KPHS_43540 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21178.1 hypothetical protein AM386_04825 [Klebsiella pneumoniae],Mutated,13,37,Hypothetical Proteins
YP_005227073.1,DMT family transporter,GCA_002156725.1 ARS94714.1 hypothetical protein B9G35_15210 [Klebsiella pneumoniae],Mutated,8,144,Hypothetical Proteins
YP_005225371.1,"hypothetical protein KPHS_10710, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93073.1 hypothetical protein B9G35_06305 [Klebsiella pneumoniae],Mutated,15,51,Hypothetical Proteins
YP_005228294.1,YfiR family protein,GCA_002156725.1 ARS95949.1 hypothetical protein B9G35_21940 [Klebsiella pneumoniae],Mutated,20,169,Hypothetical Proteins
YP_005224666.1,hypothetical protein KPHS_03660 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE15700.1 hypothetical protein C5707_018275 [Klebsiella pneumoniae],Mutated,1,40,Hypothetical Proteins
YP_005229123.1,hypothetical protein KPHS_48230 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96763.1 hypothetical protein B9G35_26285 [Klebsiella pneumoniae],Mutated,81,313,Hypothetical Proteins
YP_005224669.1,DUF1176 domain-containing protein,GCA_002156725.1 ARS92420.1 hypothetical protein B9G35_02705 [Klebsiella pneumoniae],Mutated,21,695,Hypothetical Proteins
YP_005224685.1,hypothetical protein KPHS_03850 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92434.1 hypothetical protein B9G35_02785 [Klebsiella pneumoniae],Mutated,1,121,Hypothetical Proteins
YP_005228170.1,DUF1176 domain-containing protein,GCA_002156725.1 ARS95783.1 hypothetical protein B9G35_21055 [Klebsiella pneumoniae],Mutated,197,164,Hypothetical Proteins
YP_005228884.1,hypothetical protein KPHS_45840 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21340.1 hypothetical protein AM386_05695 [Klebsiella pneumoniae],Mutated,1,49,Hypothetical Proteins
YP_005227209.1,DUF2554 family protein,GCA_002202195.1 ASC23666.1 hypothetical protein AM386_18540 [Klebsiella pneumoniae],Mutated,3,76,Hypothetical Proteins
YP_005227939.1,hypothetical protein KPHS_36390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25745.1 hypothetical protein AM386_30125 [Klebsiella pneumoniae],Mutated,16,61,Hypothetical Proteins
YP_005225237.1,YaeQ family protein,GCA_002156725.1 ARS92951.1 hypothetical protein B9G35_05595 [Klebsiella pneumoniae],Mutated,3,181,Hypothetical Proteins
YP_005224964.1,putative outer membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92704.1 hypothetical protein B9G35_04245 [Klebsiella pneumoniae],Mutated,5,163,Hypothetical Proteins
YP_005228498.1,hypothetical protein KPHS_41980 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21025.1 hypothetical protein AM386_04000 [Klebsiella pneumoniae],Mutated,1,42,Hypothetical Proteins
YP_005226620.1,hypothetical protein KPHS_23200 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24235.1 hypothetical protein AM386_21620 [Klebsiella pneumoniae],Mutated,1,42,Hypothetical Proteins
YP_005229375.1,DUF3053 domain-containing protein,GCA_002156725.1 ARS97001.1 hypothetical protein B9G35_27585 [Klebsiella pneumoniae],Mutated,1,236,Hypothetical Proteins
YP_005224331.1,ribonuclease BN [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92097.1 hypothetical protein B9G35_00860 [Klebsiella pneumoniae],Mutated,4,286,Hypothetical Proteins
YP_005227650.1,DUF986 domain-containing protein,GCA_002156725.1 ARS95222.1 hypothetical protein B9G35_17955 [Klebsiella pneumoniae],Mutated,5,152,Hypothetical Proteins
YP_005227113.1,hypothetical protein KPHS_28130 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23757.1 hypothetical protein AM386_19030 [Klebsiella pneumoniae],Mutated,8,42,Hypothetical Proteins
YP_005225943.1,putative negative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93611.1 hypothetical protein B9G35_09250 [Klebsiella pneumoniae],Mutated,2,321,Hypothetical Proteins
YP_005226711.1,DUF1304 domain-containing protein,GCA_002156725.1 ARS94382.1 hypothetical protein B9G35_13425 [Klebsiella pneumoniae],Mutated,4,117,Hypothetical Proteins
YP_005227192.1,hypothetical protein KPHS_28920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26015.1 hypothetical protein AM386_18630 [Klebsiella pneumoniae],Mutated,14,41,Hypothetical Proteins
YP_005224728.1,DUF1471 domain-containing protein,GCA_002156725.1 ARS92478.1 hypothetical protein B9G35_03020 [Klebsiella pneumoniae],Mutated,4,91,Hypothetical Proteins
YP_005225556.1,putative ninG protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94135.1 hypothetical protein B9G35_12080 [Klebsiella pneumoniae],Mutated,27,212,Hypothetical Proteins
YP_005227718.1,hypothetical protein KPHS_34180 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE13407.1 hypothetical protein C5707_005685 [Klebsiella pneumoniae],Mutated,3,47,Hypothetical Proteins
YP_005229393.1,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97019.1 hypothetical protein B9G35_27685 [Klebsiella pneumoniae],Mutated,86,187,Hypothetical Proteins
YP_005225165.1,polysaccharide deacetylase family protein,GCA_002156725.1 ARS92888.1 hypothetical protein B9G35_05250 [Klebsiella pneumoniae],Mutated,10,417,Hypothetical Proteins
YP_005228882.1,accessory factor UbiK family protein,GCA_002156725.1 ARS96533.1 hypothetical protein B9G35_25055 [Klebsiella pneumoniae],Mutated,2,90,Hypothetical Proteins
YP_005225021.1,inner membrane protein YaaH [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92755.1 hypothetical protein B9G35_04555 [Klebsiella pneumoniae],Mutated,2,188,Hypothetical Proteins
YP_005225331.1,fimbria/pilus periplasmic chaperone,GCA_002156725.1 ARS93039.1 hypothetical protein B9G35_06115 [Klebsiella pneumoniae],Mutated,23,221,Hypothetical Proteins
YP_005228683.1,putative lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96343.1 hypothetical protein B9G35_24055 [Klebsiella pneumoniae],Mutated,1,237,Hypothetical Proteins
YP_005229589.1,hypothetical protein KPHS_52890 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92044.1 hypothetical protein B9G35_00560 [Klebsiella pneumoniae],Mutated,1,68,Hypothetical Proteins
YP_005225309.1,"phage transcriptional activator, Ogr/delta [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92593.1 hypothetical protein B9G35_03635 [Klebsiella pneumoniae],Mutated,3,81,Hypothetical Proteins
YP_005228101.1,hypothetical protein KPHS_38010 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95722.1 hypothetical protein B9G35_20700 [Klebsiella pneumoniae],Mutated,35,293,Hypothetical Proteins
YP_005229586.1,hypothetical protein KPHS_52860 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97107.1 hypothetical protein B9G35_00545 [Klebsiella pneumoniae],Mutated,102,191,Hypothetical Proteins
YP_005225817.1,hypothetical protein KPHS_15170 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25080.1 hypothetical protein AM386_26420 [Klebsiella pneumoniae],Mutated,2,38,Hypothetical Proteins
YP_005226018.1,AIPR family protein,GCA_002156725.1 ARS93691.1 hypothetical protein B9G35_09665 [Klebsiella pneumoniae],Mutated,1,580,Hypothetical Proteins
YP_005227466.1,putative translation initiation inhibitor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95061.1 hypothetical protein B9G35_17065 [Klebsiella pneumoniae],Mutated,10,117,Hypothetical Proteins
YP_005227415.1,fumarate hydratase FumD,GCA_002156725.1 ARS95018.1 hypothetical protein B9G35_16825 [Klebsiella pneumoniae],Mutated,1,70,Hypothetical Proteins
YP_005226917.1,hypothetical protein KPHS_26170 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94572.1 hypothetical protein B9G35_14445 [Klebsiella pneumoniae],Mutated,21,79,Hypothetical Proteins
YP_005224568.1,hypothetical protein KPHS_02680 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22321.1 hypothetical protein AM386_11065 [Klebsiella pneumoniae],Mutated,7,49,Hypothetical Proteins
YP_005227179.1,putative receptor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94805.1 hypothetical protein B9G35_15680 [Klebsiella pneumoniae],Mutated,6,353,Hypothetical Proteins
YP_005228100.1,WbuC family cupin fold metalloprotein,GCA_002156725.1 ARS95721.1 hypothetical protein B9G35_20695 [Klebsiella pneumoniae],Mutated,4,160,Hypothetical Proteins
YP_005224870.1,putative lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92613.1 hypothetical protein B9G35_03745 [Klebsiella pneumoniae],Mutated,13,183,Hypothetical Proteins
YP_005226580.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94262.1 hypothetical protein B9G35_12790 [Klebsiella pneumoniae],Mutated,27,75,Hypothetical Proteins
YP_005226570.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94252.1 hypothetical protein B9G35_12730 [Klebsiella pneumoniae],Mutated,10,139,Hypothetical Proteins
YP_005228632.1,hypothetical protein KPHS_43320 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21154.1 hypothetical protein AM386_04695 [Klebsiella pneumoniae],Mutated,3,43,Hypothetical Proteins
YP_005228878.1,putative glutathione-like synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96529.1 hypothetical protein B9G35_25035 [Klebsiella pneumoniae],Mutated,9,386,Hypothetical Proteins
YP_005225583.1,hypothetical protein KPHS_12830 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE16547.1 hypothetical protein C5707_022915 [Klebsiella pneumoniae],Mutated,16,47,Hypothetical Proteins
YP_005228312.1,TumA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_018128465.1 QUC47020.1 hypothetical protein JY394_06590 [Klebsiella pneumoniae],Mutated,4,60,Hypothetical Proteins
YP_005225914.1,hypothetical protein KPHS_16140 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93581.1 hypothetical protein B9G35_09085 [Klebsiella pneumoniae],Mutated,5,168,Hypothetical Proteins
YP_005227802.1,putative lysophospholipase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95418.1 hypothetical protein B9G35_19055 [Klebsiella pneumoniae],Mutated,27,540,Hypothetical Proteins
YP_005227344.1,membrane protein,GCA_002156725.1 ARS94953.1 hypothetical protein B9G35_16475 [Klebsiella pneumoniae],Mutated,160,142,Hypothetical Proteins
YP_005228825.1,WG repeat-containing protein,GCA_002156725.1 ARS96479.1 hypothetical protein B9G35_24765 [Klebsiella pneumoniae],Mutated,6,442,Hypothetical Proteins
YP_005226823.1,"putative K+ transporting ATPase, KdpC subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94490.1 hypothetical protein B9G35_14005 [Klebsiella pneumoniae],Mutated,30,68,Hypothetical Proteins
YP_005227967.1,hypothetical protein KPHS_36670 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95598.1 hypothetical protein B9G35_20040 [Klebsiella pneumoniae],Mutated,33,228,Hypothetical Proteins
YP_005225392.1,hypothetical protein KPHS_10920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU12963.1 hypothetical protein BMF28_20030 [Klebsiella pneumoniae],Mutated,7,55,Hypothetical Proteins
YP_005227038.1,hypothetical protein KPHS_27380 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98189.1 hypothetical protein B8O09_02940 [Klebsiella pneumoniae],Mutated,11,74,Hypothetical Proteins
YP_005227474.1,YdiY family protein,GCA_002156725.1 ARS95069.1 hypothetical protein B9G35_17115 [Klebsiella pneumoniae],Mutated,26,241,Hypothetical Proteins
YP_005226023.1,"terminase, endonuclease subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93696.1 hypothetical protein B9G35_09690 [Klebsiella pneumoniae],Mutated,3,216,Hypothetical Proteins
YP_005228171.1,DUF1176 domain-containing protein,GCA_002156725.1 ARS95783.1 hypothetical protein B9G35_21055 [Klebsiella pneumoniae],Mutated,205,158,Hypothetical Proteins
YP_005226566.1,DUF2213 domain-containing protein,GCA_002156725.1 ARS94248.1 hypothetical protein B9G35_12710 [Klebsiella pneumoniae],Mutated,109,344,Hypothetical Proteins
YP_005227104.1,hypothetical protein KPHS_28040 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94736.1 hypothetical protein B9G35_15325 [Klebsiella pneumoniae],Mutated,21,60,Hypothetical Proteins
YP_005227743.1,protein DsrB,GCA_002156725.1 ARS95310.1 hypothetical protein B9G35_18440 [Klebsiella pneumoniae],Mutated,3,63,Hypothetical Proteins
YP_005226078.1,"putative dehydrogenase, NAD(P)-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93741.1 hypothetical protein B9G35_09940 [Klebsiella pneumoniae],Mutated,5,337,Hypothetical Proteins
YP_005227656.1,YebO family protein,GCA_002156725.1 ARS95229.1 hypothetical protein B9G35_18000 [Klebsiella pneumoniae],Mutated,2,96,Hypothetical Proteins
YP_005225885.1,hypothetical protein KPHS_15850 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25011.1 hypothetical protein AM386_25980 [Klebsiella pneumoniae],Mutated,9,49,Hypothetical Proteins
