Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005226764.1,LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94434.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,93,308,Regulators
YP_005227527.1,cation transport regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95113.1 cation transport regulator [Klebsiella pneumoniae],Mutated,8,83,Regulators
YP_005226759.1,two-component system response regulator for C4-dicarboxylate regulation of anaerobic fumurate respiratory system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94429.1 two-component system response regulator DcuR [Klebsiella pneumoniae],Mutated,2,239,Regulators
YP_005226801.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94468.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,228,Regulators
YP_005226833.1,transcriptional activator FtrA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94496.1 transcriptional regulator FtrA [Klebsiella pneumoniae],Mutated,12,365,Regulators
YP_005225708.1,hypothetical protein KPHS_14080 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02959.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,42,45,Regulators
YP_005224886.1,transcriptional activator protein Irlr [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92629.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,3,227,Regulators
YP_005225192.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173,Regulators
YP_005224788.1,bifunctional antitoxin/transcriptional repressor RelB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92537.1 bifunctional antitoxin/transcriptional repressor RelB [Klebsiella pneumoniae],Mutated,3,80,Regulators
YP_005224955.1,sigma-54 dependent transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92696.1 Fis family transcriptional regulator [Klebsiella pneumoniae],Mutated,18,921,Regulators
YP_005226100.1,leucine-responsive transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93761.1 leucine-responsive regulatory protein [Klebsiella pneumoniae],Mutated,1,164,Regulators
YP_005227228.1,putative transcriptional regulator (LysR family) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94849.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,307,Regulators
YP_005228185.1,transcriptional regulation of gcv operon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95797.1 glycine cleavage system transcriptional repressor [Klebsiella pneumoniae],Mutated,31,188,Regulators
YP_005226947.1,putative ARAC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94598.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,13,304,Regulators
YP_005225038.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92771.1 response regulator [Klebsiella pneumoniae],Mutated,1,234,Regulators
YP_005228697.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96357.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,242,Regulators
YP_005226314.1,AraC protein arabinose-binding/dimerization [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93950.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,8,268,Regulators
YP_005225466.1,metal/formaldehyde-sensitive transcriptional repressor,GCA_002156725.1 ARS97157.1 transcriptional repressor rcnR [Klebsiella pneumoniae],Mutated,12,81,Regulators
YP_005226476.1,transcriptional regulator CysB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94095.1 LysR family transcriptional regulator CysB [Klebsiella pneumoniae],Mutated,4,324,Regulators
YP_005224916.1,negative transcriptional regulator of cel operon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92658.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,80,271,Regulators
YP_005226370.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94000.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,10,293,Regulators
YP_005228780.1,helix-turn-helix transcriptional regulator,GCA_002156725.1 ARS96439.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,33,64,Regulators
YP_005225378.1,transcriptional regulator PhoB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93080.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,1,229,Regulators
YP_005228201.1,putative cytochrome C-type biogenesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95812.1 sensor domain-containing phosphodiesterase [Klebsiella pneumoniae],Mutated,16,742,Regulators
YP_005224793.1,MurR/RpiR family transcriptional regulator,GCA_002156725.1 ARS92541.1 RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,247,Regulators
YP_005227681.1,SOS regulon DNA damage-inducible protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95251.1 LexA family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,115,Regulators
YP_005228941.1,putative SorC-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96589.1 transcriptional regulator LsrR [Klebsiella pneumoniae],Mutated,6,323,Regulators
YP_005224751.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92502.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,1,123,Regulators
YP_005225951.1,"putative DNA-binding transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93619.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,118,119,Regulators
YP_005226745.1,IclR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94415.1 IclR family transcriptional regulator [Klebsiella pneumoniae],Mutated,6,268,Regulators
YP_005224353.1,putative helix-turn-helix regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92120.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,20,200,Regulators
YP_005229560.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92015.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,12,240,Regulators
YP_005226508.1,phage shock protein operon transcriptional activator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97213.1 phage shock protein operon transcriptional activator [Klebsiella pneumoniae],Mutated,15,329,Regulators
YP_005226814.1,LuxR transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94478.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,5,203,Regulators
YP_005226398.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173,Regulators
YP_005227504.1,AsnC family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95095.1 AsnC family transcriptional regulator [Klebsiella pneumoniae],Mutated,6,147,Regulators
YP_005227438.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95037.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,22,303,Regulators
YP_005228451.1,NAGC-like transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96120.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,6,304,Regulators
YP_005227047.1,putative periplasmic binding protein/LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94690.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,14,346,Regulators
YP_005228366.1,helix-turn-helix transcriptional regulator,GCA_002156725.1 ARS96040.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,2,99,Regulators
YP_005227287.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94903.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,58,294,Regulators
YP_005226864.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94523.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,292,Regulators
YP_005228401.1,recombination regulator RecX [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96071.1 recombination regulator RecX [Klebsiella pneumoniae],Mutated,5,166,Regulators
YP_005227118.1,"GNAT family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94749.1 MarR family transcriptional regulator [Klebsiella pneumoniae],Mutated,250,82,Regulators
YP_005224396.1,helix-turn-helix transcriptional regulator,GCA_002156725.1 ARS92161.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,60,328,Regulators
YP_005227436.1,putative TetR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95035.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,28,178,Regulators
YP_005229404.1,mannitol repressor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97032.1 MltR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,198,Regulators
YP_005226625.1,putative ARAC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94303.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,292,Regulators
YP_005227587.1,transcriptional regulator LysR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95169.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,308,Regulators
YP_005224607.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92369.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,293,Regulators
YP_005227539.1,putative albicidin resistance protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95125.1 MerR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,348,Regulators
YP_005229523.1,LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91980.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,313,Regulators
YP_005226455.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94073.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,302,Regulators
YP_005225437.1,transcriptional regulator BolA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93137.1 BolA family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,105,Regulators
YP_005224524.1,DNA-binding response regulator in two-component regulatory system with ZraS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92289.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,20,443,Regulators
YP_005226007.1,DNA-binding transcriptional repressor DeoR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93669.1 DNA-binding transcriptional repressor DeoR [Klebsiella pneumoniae],Mutated,2,252,Regulators
YP_005227464.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95059.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,10,304,Regulators
YP_005225326.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93035.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,10,180,Regulators
YP_005229053.1,sugar-specific enzyme IIA component of PTS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96694.1 PTS IIA-like nitrogen regulatory protein PtsN [Klebsiella pneumoniae],Mutated,1,162,Regulators
YP_005226291.1,putative TetR/AcrR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93931.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,21,194,Regulators
YP_005224603.1,redox-sensing activator of soxS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92365.1 redox-sensitive transcriptional activator SoxR [Klebsiella pneumoniae],Mutated,12,152,Regulators
YP_005226984.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94628.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,295,Regulators
YP_005224654.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173,Regulators
YP_005226928.1,putative sugar diacid utilization regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94581.1 sugar diacid utilization regulator [Klebsiella pneumoniae],Mutated,5,385,Regulators
YP_005227926.1,sensor histidine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97283.1 sensor histidine kinase [Klebsiella pneumoniae],Mutated,17,562,Regulators
YP_005225087.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92818.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,298,Regulators
YP_005226193.1,"DNA-binding transcriptional repressor PuuR, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93847.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,142,46,Regulators
YP_005227110.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94743.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,16,297,Regulators
YP_005224594.1,"mgl repressor, galactose operon inducer [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92356.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,337,Regulators
YP_005229058.1,aerobic respiration control sensor protein ArcB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96699.1 hybrid sensor histidine kinase/response regulator [Klebsiella pneumoniae],Mutated,3,779,Regulators
YP_005226505.1,putative helix-turn-helix AraC-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94190.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,40,769,Regulators
YP_005228676.1,LysR family transcriptional regulator protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96336.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,14,308,Regulators
YP_005225669.1,RmbA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93358.1 response regulator receiver protein [Klebsiella pneumoniae],Mutated,39,205,Regulators
YP_005229280.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96916.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,19,507,Regulators
YP_005224326.1,nitrogen regulation protein NR(II) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92093.1 two-component system sensor histidine kinase NtrB [Klebsiella pneumoniae],Mutated,1,349,Regulators
YP_005225838.1,ferric uptake regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93515.1 transcriptional repressor [Klebsiella pneumoniae],Mutated,3,150,Regulators
YP_005228946.1,helix-turn-helix motif-containing protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96594.1 XRE family transcriptional regulator [Klebsiella pneumoniae],Mutated,11,200,Regulators
YP_005225100.1,LacI family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92832.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,334,Regulators
YP_005226717.1,DNA-binding transcriptional repressor MalI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94388.1 Mal regulon transcriptional regulator MalI [Klebsiella pneumoniae],Mutated,11,342,Regulators
YP_005224312.1,ribose operon repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92077.1 transcriptional regulator RbsR [Klebsiella pneumoniae],Mutated,8,327,Regulators
YP_005229349.1,cellulose synthase regulator protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96979.1 cellulose synthase regulator BcsB [Klebsiella pneumoniae],Mutated,23,811,Regulators
YP_005224481.1,transcriptional activator RfaH [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92248.1 transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Mutated,1,162,Regulators
YP_005225979.1,transcriptional regulator MntR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93642.1 transcriptional regulator MntR [Klebsiella pneumoniae],Mutated,3,157,Regulators
YP_005227016.1,putative sugar isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94660.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,8,279,Regulators
YP_005227347.1,sensor histidine protein kinase (RstA regulator) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94956.1 sensor histidine kinase [Klebsiella pneumoniae],Mutated,12,353,Regulators
YP_005225299.1,AcoK [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93011.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,127,881,Regulators
YP_005228004.1,transcriptional regulator RcsB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95631.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,2,216,Regulators
YP_005224927.1,4-hydroxyphenylacetate catabolism regulatory protein HpaA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92670.1 4-hydroxyphenylacetate catabolism regulatory protein HpaA [Klebsiella pneumoniae],Mutated,9,296,Regulators
YP_005229520.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91977.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,408,Regulators
YP_005226517.1,DNA-binding transcriptional regulator TyrR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94201.1 TyrR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,513,Regulators
YP_005224665.1,LuxR family transcriptional regulator,GCA_002156725.1 ARS92418.1 LuxR family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,188,Regulators
YP_005225082.1,transcriptional regulator SgrR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92814.1 transcriptional regulator SgrR [Klebsiella pneumoniae],Mutated,7,551,Regulators
YP_005228868.1,integral membrane sensor signal transduction histidine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96519.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,17,449,Regulators
YP_005228252.1,sensor histidine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97295.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,19,473,Regulators
YP_005224608.1,putative inner membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92370.1 murein hydrolase regulator LrgA [Klebsiella pneumoniae],Mutated,1,135,Regulators
YP_005226829.1,lac repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94494.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,354,Regulators
YP_005225687.1,TetR/AcrR family transcriptional regulator,GCA_002156725.1 ARS93373.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,28,194,Regulators
YP_005227891.1,two-component regulatory system response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95531.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,8,240,Regulators
YP_005229310.1,nickel responsive regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96944.1 nickel-responsive transcriptional regulator NikR [Klebsiella pneumoniae],Mutated,6,132,Regulators
YP_005227088.1,transcriptional regulator LysR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94721.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,95,293,Regulators
YP_005225009.1,two-component response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92743.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,2,238,Regulators
YP_005225001.1,Trp operon repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92736.1 Trp operon repressor [Klebsiella pneumoniae],Mutated,39,109,Regulators
YP_005227312.1,"LysR family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156745.1 ARS98436.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,217,80,Regulators
YP_005226069.1,putative signal transduction histidine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93732.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,12,490,Regulators
YP_005227733.1,response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95300.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,44,235,Regulators
YP_005224800.1,trehalose repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92546.1 trehalose operon repressor [Klebsiella pneumoniae],Mutated,10,315,Regulators
YP_005226341.1,LysR family transcriptional regulator,GCA_002156725.1 ARS93973.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,37,296,Regulators
YP_005225097.1,leucine transcriptional activator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92828.1 transcriptional regulator LeuO [Klebsiella pneumoniae],Mutated,8,322,Regulators
YP_005224405.1,fatty acid biosynthesis regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92170.1 DNA-binding transcriptional regulator FabR [Klebsiella pneumoniae],Mutated,1,211,Regulators
YP_005227952.1,DNA-binding transcriptional regulator GalS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95583.1 DNA-binding transcriptional regulator GalS [Klebsiella pneumoniae],Mutated,4,340,Regulators
YP_005229417.1,murein hydrolase activator EnvC,GCA_002156725.1 ARS97045.1 murein hydrolase activator EnvC [Klebsiella pneumoniae],Mutated,8,423,Regulators
YP_005226892.1,putative AraC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94550.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,13,314,Regulators
YP_005226322.1,ArsR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93957.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,17,237,Regulators
YP_005225482.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93178.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,13,483,Regulators
YP_005227032.1,"putative AraC-type regulatory protein, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97236.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,176,104,Regulators
YP_005225581.1,Rha family transcriptional regulator,GCA_002967795.2 QKE16546.1 Rha family transcriptional regulator [Klebsiella pneumoniae],Mutated,16,185,Regulators
YP_005225004.1,right origin-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92739.1 right oriC-binding transcriptional activator [Klebsiella pneumoniae],Mutated,3,289,Regulators
YP_005224971.1,putative AraC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92711.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,18,293,Regulators
YP_005225546.1,bacteriophage CII family protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93239.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,14,73,Regulators
YP_005226504.1,helix-turn-helix domain-containing protein,GCA_002156725.1 ARS94189.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,32,276,Regulators
YP_005226068.1,putative positive response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93731.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,3,238,Regulators
YP_005227164.1,helix-turn-helix domain-containing protein,GCA_002156745.1 ARS98303.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,3,98,Regulators
YP_005224426.1,putative LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92192.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,308,Regulators
YP_005226628.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94306.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,23,301,Regulators
YP_005228387.1,transcriptional repressor MprA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96059.1 transcriptional repressor MprA [Klebsiella pneumoniae],Mutated,11,176,Regulators
YP_005227432.1,TetR/AcrR family transcriptional regulator,GCA_002156725.1 ARS95031.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,210,Regulators
YP_005224690.1,winged helix-turn-helix domain-containing protein,GCA_002156725.1 ARS92441.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,24,214,Regulators
YP_005228192.1,DNA replication initiation factor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95803.1 DnaA regulatory inactivator Hda [Klebsiella pneumoniae],Mutated,10,225,Regulators
YP_005226515.1,putative LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94199.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,36,284,Regulators
YP_005228933.1,PadR family transcriptional regulator,GCA_002156725.1 ARS96580.1 PadR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,184,Regulators
YP_005228540.1,DNA-binding transcriptional activator GcvA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96205.1 transcriptional regulator GcvA [Klebsiella pneumoniae],Mutated,33,274,Regulators
YP_005226861.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94520.1 DeoR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,253,Regulators
YP_005227689.1,transcriptional regulator HexR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97267.1 transcriptional regulator HexR [Klebsiella pneumoniae],Mutated,14,301,Regulators
