Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005229696.1,conjugal transfer pilin chaperone TraQ (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97422.1 conjugal transfer protein TraQ (plasmid) [Klebsiella pneumoniae],Mutated,30,79
YP_005220886.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26296.1 hypothetical protein AM386_31775 (plasmid) [Klebsiella pneumoniae],Mutated,3,299
YP_005229649.1,"resolvase, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97631.1 transposase (plasmid) [Klebsiella pneumoniae],Mutated,43,157
YP_005220890.1,putative DNA-binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26293.1 DNA-binding protein (plasmid) [Klebsiella pneumoniae],Mutated,1,213
YP_005220991.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17861.1 hypothetical protein C5707_028670 (plasmid) [Klebsiella pneumoniae],Mutated,7,187
YP_005229707.1,conjugal transfer ATP-binding protein TraC (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97431.1 type IV secretion system protein TraC (plasmid) [Klebsiella pneumoniae],Mutated,67,879
YP_005229743.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97463.1 theronine dehydrogenase (plasmid) [Klebsiella pneumoniae],Mutated,6,108
YP_005220845.1,methyl-accepting chemotaxis protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98050.1 chemotaxis protein [Klebsiella pneumoniae],Mutated,194,343
YP_005229761.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03263.1 hypothetical protein B8O09_29705 (plasmid) [Klebsiella pneumoniae],Mutated,40,255
YP_005229746.1,DNA-binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97466.1 hypothetical protein B9G35_28990 (plasmid) [Klebsiella pneumoniae],Mutated,63,685
YP_005229777.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ97117.1 DNA-binding protein (plasmid) [Klebsiella pneumoniae],Mutated,19,140
YP_005220844.1,transposase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART01212.1 IS1380 family transposase [Klebsiella pneumoniae],Mutated,23,420
YP_005229721.1,conjugal transfer transcriptional regulator TraJ (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03328.1 conjugal transfer protein TrbJ (plasmid) [Klebsiella pneumoniae],Mutated,32,245
YP_005220869.1,putative phage tail protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26311.1 phage tail protein (plasmid) [Klebsiella pneumoniae],Mutated,8,203
YP_005229774.1,plasmid partition protein B (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ97054.1 chromosome partitioning protein ParB (plasmid) [Klebsiella pneumoniae],Mutated,41,324
YP_005221099.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17824.1 hypothetical protein C5707_028460 (plasmid) [Klebsiella pneumoniae],Mutated,1,95
YP_005220918.1,putative type I restriction-modification enzyme R subunit (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26273.1 DEAD/DEAH box helicase (plasmid) [Klebsiella pneumoniae],Mutated,331,831
YP_005220930.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26263.1 hypothetical protein AM386_31560 (plasmid) [Klebsiella pneumoniae],Mutated,7,139
YP_005229778.1,RNA one modulator-like protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03423.1 RNA polymerase (plasmid) [Klebsiella pneumoniae],Mutated,29,53
YP_005220860.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26318.1 hypothetical protein AM386_31890 (plasmid) [Klebsiella pneumoniae],Mutated,1,173
YP_005220852.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26322.1 DNA primase (plasmid) [Klebsiella pneumoniae],Mutated,19,374
YP_005220898.1,putative helicase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26286.1 helicase (plasmid) [Klebsiella pneumoniae],Mutated,7,519
YP_005220992.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17862.1 hypothetical protein C5707_028675 (plasmid) [Klebsiella pneumoniae],Mutated,45,162
YP_005220910.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26278.1 hypothetical protein AM386_31655 (plasmid) [Klebsiella pneumoniae],Mutated,4,70
YP_005220998.1,Fip (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_011045595.1 QIF54473.1 hypothetical protein FU841_22715 [Klebsiella pneumoniae],Mutated,168,42
YP_005229693.1,conjugal transfer pilus assembly protein TraH (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97419.1 conjugal transfer protein TraH (plasmid) [Klebsiella pneumoniae],Mutated,83,459
YP_005229636.1,IS903D transposase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94634.1 IS5/IS1182 family transposase [Klebsiella pneumoniae],Mutated,344,126
YP_005221021.1,class I integron integrase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94172.1 class 1 integron integrase IntI1 [Klebsiella pneumoniae],Mutated,182,337
YP_005229749.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17986.1 hypothetical protein C5707_029525 (plasmid) [Klebsiella pneumoniae],Mutated,24,123
YP_005229744.1,plasmid SOS inhibition protein A (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97464.1 plasmid SOS inhibition protein A (plasmid) [Klebsiella pneumoniae],Mutated,11,242
YP_005229716.1,conjugal transfer protein TraK (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97441.1 type-F conjugative transfer system secretin TraK (plasmid) [Klebsiella pneumoniae],Mutated,29,246
YP_005221032.1,beta-lactamase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ96508.1 class A broad-spectrum beta-lactamase TEM-1 [Klebsiella pneumoniae],Mutated,4,286
YP_005220835.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26373.1 hypothetical protein AM386_31965 (plasmid) [Klebsiella pneumoniae],Mutated,10,129
YP_005221020.1,dihydrofolate reductase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97370.1 trimethoprim-resistant dihydrofolate reductase DfrA12 (plasmid) [Klebsiella pneumoniae],Mutated,26,151
YP_005220914.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26276.1 hypothetical protein AM386_31635 (plasmid) [Klebsiella pneumoniae],Mutated,91,565
YP_005229639.1,putative mercuric transport protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02726.1 mercuric transporter [Klebsiella pneumoniae],Mutated,20,116
YP_005229708.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97432.1 hypothetical protein B9G35_28785 (plasmid) [Klebsiella pneumoniae],Mutated,33,132
YP_005220879.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26303.1 hypothetical protein AM386_31810 (plasmid) [Klebsiella pneumoniae],Mutated,3,157
YP_005220894.1,"putative ABC transporter ATP-binding protein, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC26289.1 ABC transporter (plasmid) [Klebsiella pneumoniae],Mutated,76,140
YP_005229648.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002812665.1 AUA54436.1 IS6-like element IS26 family transposase (plasmid) [Klebsiella pneumoniae],Mutated,6,240
YP_005220840.1,transposase InsC for insertion sequence IS903 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94634.1 IS5/IS1182 family transposase [Klebsiella pneumoniae],Mutated,170,307
YP_005229700.1,conjugal transfer protein TrbE (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03310.1 conjugal transfer protein TrbE (plasmid) [Klebsiella pneumoniae],Mutated,9,84
YP_005229712.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97435.1 hypothetical protein B9G35_28805 (plasmid) [Klebsiella pneumoniae],Mutated,18,72
YP_005221100.1,putative plasmid replication protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17825.1 plasmid replication protein (plasmid) [Klebsiella pneumoniae],Mutated,1,366
YP_005221072.1,exonuclease (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17807.1 3'-5' exonuclease (plasmid) [Klebsiella pneumoniae],Mutated,2,289
YP_005220812.1,putative recombinase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26244.1 recombinase (plasmid) [Klebsiella pneumoniae],Mutated,465,340
YP_005229662.1,transposase for transposon Tn1721 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98048.1 Tn3 family transposase TnAs1 [Klebsiella pneumoniae],Mutated,1,988
YP_005220871.1,putative phage tail protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26309.1 phage minor tail protein L (plasmid) [Klebsiella pneumoniae],Mutated,3,232
YP_005220899.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26285.1 hypothetical protein AM386_31715 (plasmid) [Klebsiella pneumoniae],Mutated,5,91
YP_005220931.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26262.1 hypothetical protein AM386_31555 (plasmid) [Klebsiella pneumoniae],Mutated,8,214
YP_005220884.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26298.1 hypothetical protein AM386_31785 (plasmid) [Klebsiella pneumoniae],Mutated,9,142
YP_005220818.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26377.1 hypothetical protein AM386_32150 (plasmid) [Klebsiella pneumoniae],Mutated,62,84
YP_005229722.1,conjugal transfer protein TraM (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03233.1 conjugal transfer protein TraM (plasmid) [Klebsiella pneumoniae],Mutated,12,138
YP_005221017.1,aminoglycoside adenylyltransferase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97210.1 ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2 [Klebsiella pneumoniae],Mutated,11,259
YP_005220874.1,"hypothetical protein, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC26307.1 phage tail tape measure protein (plasmid) [Klebsiella pneumoniae],Mutated,548,1066
YP_005220940.1,RecF/RecN/SMC domain protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26255.1 exonuclease (plasmid) [Klebsiella pneumoniae],Mutated,460,194
YP_005229709.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV35769.1 hypothetical protein C2U50_02945 (plasmid) [Klebsiella pneumoniae],Mutated,1,68
YP_005220902.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26366.1 hypothetical protein AM386_31700 (plasmid) [Klebsiella pneumoniae],Mutated,3,59
YP_005220816.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26356.1 hypothetical protein AM386_32160 (plasmid) [Klebsiella pneumoniae],Mutated,12,143
YP_005220824.1,porphyrin biosynthetic protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26350.1 porphyrin biosynthesis protein (plasmid) [Klebsiella pneumoniae],Mutated,47,761
YP_005229678.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002812665.1 AUA54436.1 IS6-like element IS26 family transposase (plasmid) [Klebsiella pneumoniae],Mutated,6,240
YP_005229718.1,conjugal transfer pilus assembly protein TraL (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97443.1 type IV conjugative transfer system protein TraL (plasmid) [Klebsiella pneumoniae],Mutated,12,101
YP_005229737.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97458.1 hypothetical protein B9G35_28945 (plasmid) [Klebsiella pneumoniae],Mutated,21,116
YP_005229705.1,conjugal transfer pilus assembly protein TraW (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97429.1 conjugal transfer pilus assembly protein TraW (plasmid) [Klebsiella pneumoniae],Mutated,145,211
YP_005229633.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20438.1 hypothetical protein AM386_00500 (plasmid) [Klebsiella pneumoniae],Mutated,12,40
YP_005229765.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20447.1 hypothetical protein AM386_00755 (plasmid) [Klebsiella pneumoniae],Mutated,1,38
YP_005220948.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26249.1 hypothetical protein AM386_31475 (plasmid) [Klebsiella pneumoniae],Mutated,5,214
YP_005229755.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97474.1 hypothetical protein B9G35_29045 (plasmid) [Klebsiella pneumoniae],Mutated,31,106
YP_005220906.1,"hypothetical protein, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC26280.1 hypothetical protein AM386_31675 (plasmid) [Klebsiella pneumoniae],Mutated,39,65
YP_005220956.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17832.1 hypothetical protein C5707_028505 (plasmid) [Klebsiella pneumoniae],Mutated,11,157
YP_005221034.1,streptomycin 3'-kinase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02632.1 aminoglycoside O-phosphotransferase APH(6)-Id [Klebsiella pneumoniae],Mutated,1,278
YP_005229704.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ96365.1 hypothetical protein CTI54_25540 [Klebsiella pneumoniae],Mutated,4,133
YP_005220996.1,protein TraG (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_010183685.1 QHU65424.1 conjugal transfer protein TraG (plasmid) [Klebsiella pneumoniae],Mutated,329,331
YP_005220866.1,Gp21 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26312.1 hypothetical protein AM386_31860 (plasmid) [Klebsiella pneumoniae],Mutated,4042,873
YP_005221037.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02634.1 hypothetical protein B8O09_27580 [Klebsiella pneumoniae],Mutated,2,103
YP_005229767.1,mediator of plasmid stability (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03268.1 Mediator of plasmid stability (plasmid) [Klebsiella pneumoniae],Mutated,20,223
YP_005229776.1,DNA replication (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002935085.1 AUY23086.1 RepB family plasmid replication initiator protein (plasmid) [Klebsiella pneumoniae],Mutated,54,240
YP_005220821.1,putative DNA polymerase III alpha subunit (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26353.1 DNA polymerase III subunit alpha (plasmid) [Klebsiella pneumoniae],Mutated,477,1014
YP_005220896.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26288.1 chromosome partitioning protein ParB (plasmid) [Klebsiella pneumoniae],Mutated,6,222
YP_005229635.1,putative transposase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20374.1 transposase (plasmid) [Klebsiella pneumoniae],Mutated,289,125
YP_005220815.1,putative regulator (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26357.1 regulator (plasmid) [Klebsiella pneumoniae],Mutated,10,335
YP_005221044.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02639.1 hypothetical protein B8O09_27605 [Klebsiella pneumoniae],Mutated,1,125
YP_005220829.1,putative toxin YafO (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26347.1 toxin YafO (plasmid) [Klebsiella pneumoniae],Mutated,15,136
YP_005229725.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97449.1 hypothetical protein B9G35_28880 (plasmid) [Klebsiella pneumoniae],Mutated,3,273
YP_005229645.1,putative mercury resistance protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_009833945.1 QHB98746.1 broad-spectrum mercury transporter MerE (plasmid) [Klebsiella pneumoniae],Mutated,1,78
YP_005220885.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26297.1 phage capsid protein (plasmid) [Klebsiella pneumoniae],Mutated,2,292
YP_005229689.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20511.1 hypothetical protein AM386_01135 (plasmid) [Klebsiella pneumoniae],Mutated,41,229
YP_005220950.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17827.1 hypothetical protein C5707_028475 (plasmid) [Klebsiella pneumoniae],Mutated,4,144
YP_005220943.1,putative exonuclease subunit 1 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26253.1 exonuclease (plasmid) [Klebsiella pneumoniae],Mutated,10,361
YP_005220870.1,putative phage tail protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26310.1 phage tail protein (plasmid) [Klebsiella pneumoniae],Mutated,2,265
YP_005229652.1,Class A Carbapenemase Kpc-2 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002812665.1 AUA54219.1 carbapenem-hydrolyzing class A beta-lactamase KPC-3 (plasmid) [Klebsiella pneumoniae],Mutated,23,293
YP_005229659.1,putative replication protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004120095.1 QAW87487.1 replication protein (plasmid) [Klebsiella pneumoniae],Mutated,4,186
YP_005221056.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02715.1 hypothetical protein B8O09_27990 [Klebsiella pneumoniae],Mutated,2,128
YP_005221051.1,transposase IS3/IS911 family protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002812665.1 AUA51562.1 IS3-like ISKpn18 family transposase [Klebsiella pneumoniae],Mutated,304,105
YP_005224652.1,plasmid stable inheritance protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92410.1 plasmid stabilization protein [Klebsiella pneumoniae],Mutated,12,123
YP_005220848.1,putative DNA ligase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26326.1 DNA ligase (plasmid) [Klebsiella pneumoniae],Mutated,9,440
YP_005221026.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW65065.1 hypothetical protein C2L61_30415 (plasmid) [Klebsiella pneumoniae],Mutated,17,57
YP_005229684.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20515.1 hypothetical protein AM386_01160 (plasmid) [Klebsiella pneumoniae],Mutated,13,200
YP_005220967.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE18040.1 hypothetical protein C5707_028560 (plasmid) [Klebsiella pneumoniae],Mutated,21,48
YP_005229750.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97470.1 SAM-dependent methyltransferase (plasmid) [Klebsiella pneumoniae],Mutated,28,187
